city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Riyadh,"24.634824303326965, 46.65216044786263",3913,3021,892,77.2,107482.36,91586.7
Riyadh,"24.632144399568485, 46.65899878173578",3825,2988,837,78.1,77384.65,64929.92
Riyadh,"24.63380772093006, 46.66529064894057",1274,898,376,70.5,82436.39,85211.55
Riyadh,"24.631760090493753, 46.675014085851465",2367,1466,901,61.9,116983.31,31474.29
Riyadh,"24.634036581832838, 46.68065369631328",1109,885,224,79.9,92048.97,90396.65
Riyadh,"24.633788641234435, 46.68772364351721",2250,2067,183,91.9,38573.28,41928.27
Riyadh,"24.633499229151745, 46.69150238584026",2814,2415,399,85.8,67420.4,97023.11
Riyadh,"24.633262501658137, 46.70048266989933",991,685,306,69.2,97400.36,36398.6
Riyadh,"24.63330269484415, 46.70860811198396",2024,1856,168,91.7,58714.41,39617.92
Riyadh,"24.634921332426106, 46.71480840867583",1867,1620,247,86.8,98641.19,64557.96
Riyadh,"24.633296554739758, 46.72193757873071",3377,2048,1329,60.7,80799.56,78998.44
Riyadh,"24.634997360652022, 46.7257877331594",978,608,370,62.3,104626.85,45913.14
Riyadh,"24.632221704465653, 46.73363999407872",3540,2758,782,77.9,70279.33,83963.58
Riyadh,"24.631549926018486, 46.74119707967112",1524,1133,391,74.4,56425.65,73219.67
Riyadh,"24.63324661363978, 46.74682973844903",2619,1610,1009,61.5,47153.26,34393.79
Riyadh,"24.63334323418182, 46.75290820102474",3772,3007,765,79.7,77917.29,50636.91
Riyadh,"24.634078687919455, 46.75869920144847",822,621,201,75.6,67482.9,67728.13
Riyadh,"24.63523936211428, 46.76745964493905",2598,2152,446,82.9,38747.76,67441.23
Riyadh,"24.63317361569352, 46.77409017552957",1884,1275,609,67.7,65595.52,63068.55
Riyadh,"24.631380613247774, 46.778843009542804",3551,3288,263,92.6,85657.31,75539.0
Riyadh,"24.63365736620925, 46.78596841146632",2714,2000,714,73.7,97661.89,77821.93
Riyadh,"24.63378444571878, 46.79237213640969",2081,1431,650,68.8,108571.46,84839.97
Riyadh,"24.63352758693485, 46.79894855661003",2120,1300,820,61.3,102705.37,60269.37
Riyadh,"24.639885381458953, 46.60045233617255",1129,949,180,84.1,109010.35,54350.43
Riyadh,"24.639463696604487, 46.60666174673311",1254,1064,190,84.9,80635.18,30417.66
Riyadh,"24.63884212992844, 46.6141361838406",2638,2425,213,91.9,82055.74,42531.36
Riyadh,"24.639489238511477, 46.62141730434897",1963,1846,117,94.1,65820.12,60576.06
Riyadh,"24.639118518127525, 46.62538622358157",2968,2430,538,81.9,113283.05,63755.31
Riyadh,"24.638524556665995, 46.63363690425017",987,741,246,75.2,76488.84,78164.12
Riyadh,"24.638914266998, 46.63839947896364",3274,2796,478,85.4,102862.35,42381.36
Riyadh,"24.639079796427612, 46.64560988735821",3911,2664,1247,68.1,84826.55,38212.42
Riyadh,"24.639728875006924, 46.652856866862265",1640,990,650,60.4,88982.71,85688.54
Riyadh,"24.63858337494135, 46.661836591682984",1253,910,343,72.7,73460.38,42369.4
Riyadh,"24.63859819222906, 46.66788934011289",2289,1871,418,81.8,80452.58,43739.53
Riyadh,"24.638706429106637, 46.67333172463778",2699,2480,219,91.9,58832.99,78168.15
Riyadh,"24.6419822470812, 46.68139755966158",2945,2465,480,83.7,43691.94,78088.18
Riyadh,"24.640068027899684, 46.68754890798476",984,709,275,72.1,84639.78,48732.36
Riyadh,"24.641141331746777, 46.692533470061946",1973,1658,315,84.1,88384.26,84127.7
Riyadh,"24.640248553808288, 46.700271338076824",3220,2759,461,85.7,80339.39,90239.58
Riyadh,"24.639593607607456, 46.70742883937051",919,580,339,63.2,92049.71,41562.04
Riyadh,"24.638240145510895, 46.71458860561016",3893,2887,1006,74.2,45969.46,67248.19
Riyadh,"24.63990615769741, 46.720519448849444",2499,1583,916,63.4,36237.39,69154.68
Riyadh,"24.639799419276255, 46.72600529282072",956,623,333,65.2,76725.58,76072.6
Riyadh,"24.63944384808422, 46.733574733472594",1086,974,112,89.7,109374.54,41788.18
Riyadh,"24.641727378303113, 46.739030859301806",993,851,142,85.7,68848.46,46867.04
Riyadh,"24.638079341334457, 46.74515161662353",1055,716,339,67.9,66591.24,53593.57
Riyadh,"24.641469474335896, 46.755185799577",2240,2037,203,91.0,87933.59,52262.78
Riyadh,"24.638795832442547, 46.760303577829895",2403,1810,593,75.3,67196.71,35382.22
Riyadh,"24.6405965238076, 46.76536482200958",3688,2746,942,74.5,118517.9,58410.86
Riyadh,"24.641121236392397, 46.7727537694869",2222,1754,468,79.0,68708.24,91143.05
Riyadh,"24.64069277136059, 46.77994997497722",1589,1167,422,73.5,118884.38,39292.76
Riyadh,"24.64094610465905, 46.788225196463216",2273,1557,716,68.5,108246.67,65940.26
Riyadh,"24.63952428399365, 46.792479427639556",1570,1450,120,92.4,103797.7,73318.06
Riyadh,"24.640526848761933, 46.79857939335311",1528,1091,437,71.4,58452.16,33220.04
Riyadh,"24.64533696880859, 46.60123086857583",3051,2892,159,94.8,112665.17,57104.72
Riyadh,"24.646016219906663, 46.60719176029997",1898,1150,748,60.6,72331.43,86052.97
Riyadh,"24.646953216962164, 46.614728936421095",2696,2390,306,88.7,104900.33,93420.75
Riyadh,"24.644952042979373, 46.61864799795579",3089,2391,698,77.4,43236.57,88810.04
Riyadh,"24.64557953842422, 46.62593417963345",1619,1331,288,82.3,59438.17,38208.44
Riyadh,"24.645832092077846, 46.63240322289681",1029,971,58,94.4,89376.36,60591.23
Riyadh,"24.64724524383929, 46.63908499240541",2121,1673,448,78.9,78798.3,99461.11
Riyadh,"24.64644626021726, 46.648117892601256",1786,1603,183,89.8,99195.96,85304.73
Riyadh,"24.64611932602767, 46.65368101242744",1747,1631,116,93.4,99299.74,49365.73
Riyadh,"24.64852877079796, 46.65965595624349",1053,714,339,67.9,104013.94,88557.91
Riyadh,"24.645402211463082, 46.66475907103593",3726,2775,951,74.5,95258.23,72645.42
Riyadh,"24.6475777563324, 46.673981423524566",3375,2611,764,77.4,38242.86,49314.38
Riyadh,"24.64842841601602, 46.680802787713695",3598,2467,1131,68.6,66701.86,85776.15
Riyadh,"24.64498692561817, 46.685334308526826",1965,1373,592,69.9,110104.11,98426.92
Riyadh,"24.645078703922895, 46.6915885029317",3402,3029,373,89.1,61764.89,68811.55
Riyadh,"24.648181430572468, 46.70019373497528",1793,1112,681,62.0,74940.64,38854.18
Riyadh,"24.644772126320134, 46.706254716749704",3482,2734,748,78.5,37006.07,89413.36
Riyadh,"24.647726652155203, 46.71166633813889",2542,1759,783,69.2,44654.49,43165.1
Riyadh,"24.645716475723727, 46.718621097448",3608,3356,252,93.0,39060.03,94479.26
Riyadh,"24.64728599736884, 46.728208551935055",1004,917,87,91.4,45052.82,73622.88
Riyadh,"24.645904149280867, 46.73232291941059",2142,1971,171,92.0,62914.28,63753.78
Riyadh,"24.6458033677869, 46.7405059227385",3020,2348,672,77.8,35020.2,49792.47
Riyadh,"24.645191775109176, 46.748020737782234",2785,1970,815,70.8,67538.76,65736.48
Riyadh,"24.644780951838747, 46.75398752987454",2853,2036,817,71.4,35226.83,41465.76
Riyadh,"24.648108141936323, 46.759300805266626",2089,1416,673,67.8,36117.55,78542.78
Riyadh,"24.64657128562929, 46.76856659284842",2996,2175,821,72.6,62166.24,55885.58
Riyadh,"24.646829003312238, 46.77242299104378",1029,659,370,64.1,63005.48,47702.44
Riyadh,"24.64644604639615, 46.78187816905822",1130,714,416,63.2,72205.69,65710.13
Riyadh,"24.647457158174298, 46.78537481322658",3554,3078,476,86.6,100847.19,30942.11
Riyadh,"24.647057003462013, 46.793857523423895",2280,1465,815,64.3,118587.81,73565.34
Riyadh,"24.64721007121237, 46.80025593794688",3632,2332,1300,64.2,80100.86,48706.33
Riyadh,"24.653427172550753, 46.60055811299485",2900,1764,1136,60.9,98635.89,87520.27
Riyadh,"24.652571978645792, 46.606055339867325",1217,784,433,64.5,117260.75,95542.5
Riyadh,"24.65349200582188, 46.614552164398326",813,627,186,77.2,88715.78,32920.03
Riyadh,"24.653100774555643, 46.619463133287795",1925,1650,275,85.7,66762.95,53185.44
Riyadh,"24.652372561509086, 46.625880958328956",3177,2577,600,81.1,106217.98,45138.86
Riyadh,"24.651333702718915, 46.634594852489975",3960,2589,1371,65.4,69609.1,73747.71
Riyadh,"24.654725119286866, 46.639375539669004",3971,2914,1057,73.4,83598.32,94216.08
Riyadh,"24.653210125154313, 46.64469993510905",1886,1427,459,75.7,78428.91,88615.55
Riyadh,"24.655021686916314, 46.655121163380805",1631,1002,629,61.5,114532.21,77206.96
Riyadh,"24.653241601615143, 46.6580365303983",1529,1372,157,89.8,86232.08,56283.17
Riyadh,"24.653055074586412, 46.66583835711867",1009,734,275,72.8,51889.06,86783.9
Riyadh,"24.65225819490741, 46.671362205273354",2597,1631,966,62.8,60641.91,86911.17
Riyadh,"24.652827908839445, 46.679646943476264",1304,875,429,67.1,52440.57,89172.27
Riyadh,"24.653575550767894, 46.686245674985145",3321,2093,1228,63.0,89840.34,67464.16
Riyadh,"24.651986411314656, 46.69428180474975",1084,865,219,79.9,110954.86,57255.98
Riyadh,"24.65289222641275, 46.699513432241105",1976,1787,189,90.4,71607.74,44529.36
Riyadh,"24.65238525443512, 46.70635562419768",2551,1843,708,72.2,93934.05,35882.67
Riyadh,"24.65229158059309, 46.71439148650964",2054,1880,174,91.5,117341.92,78508.86
Riyadh,"24.654973150947093, 46.72123029976171",3241,3050,191,94.1,58795.62,96662.79
Riyadh,"24.65407189449485, 46.72580537408536",3060,2650,410,86.6,66293.59,82790.33
Riyadh,"24.65430504090186, 46.73456856792973",3190,2270,920,71.2,44253.35,50548.24
Riyadh,"24.65298494883939, 46.741413928093564",3672,2502,1170,68.1,90512.43,98515.08
Riyadh,"24.652062962049346, 46.745825047863825",2987,2260,727,75.7,81800.27,63524.62
Riyadh,"24.65388090417153, 46.75380425098894",2482,2167,315,87.3,55387.54,77165.2
Riyadh,"24.652421869855143, 46.7604910151211",989,637,352,64.5,35665.96,40895.82
Riyadh,"24.652084491103512, 46.76474424825565",1660,1135,525,68.4,53871.57,66270.25
Riyadh,"24.651531861622228, 46.77347321634557",3386,2930,456,86.6,43809.8,69899.81
Riyadh,"24.652077083725903, 46.77840909395463",816,709,107,86.9,62573.65,72740.76
Riyadh,"24.652410113864892, 46.787527450435505",3723,3092,631,83.1,77131.03,48095.4
Riyadh,"24.654241761615125, 46.792264575325156",899,784,115,87.2,55838.5,88452.93
Riyadh,"24.651936068108125, 46.79997431821278",2583,2389,194,92.5,71443.02,51224.87
Riyadh,"24.659367651415476, 46.59924630674082",964,852,112,88.4,90446.96,57208.88
Riyadh,"24.661197849407746, 46.60865852045133",3823,2508,1315,65.6,61730.64,81358.41
Riyadh,"24.659854737868812, 46.614499032190395",3282,2449,833,74.6,71262.75,58932.84
Riyadh,"24.659320994588143, 46.62137418519708",918,665,253,72.5,117532.7,63987.19
Riyadh,"24.66180657616693, 46.62489082004427",2970,1842,1128,62.0,82154.04,66810.27
Riyadh,"24.66110261164285, 46.63161887211233",1403,940,463,67.0,110048.87,33021.33
Riyadh,"24.659880587106397, 46.638768769171705",2685,1638,1047,61.0,86739.99,99521.93
Riyadh,"24.66136615715176, 46.64793566956266",3020,1991,1029,65.9,74452.03,33526.31
Riyadh,"24.661313008189577, 46.65182117955808",3615,2759,856,76.3,43438.43,78467.74
Riyadh,"24.661072582683406, 46.65899584944203",2422,1570,852,64.9,35270.38,65490.6
Riyadh,"24.66108490133211, 46.666438510435235",3361,3047,314,90.7,90771.86,93087.65
Riyadh,"24.660950476050214, 46.67146737449961",1570,1163,407,74.1,79829.15,98963.71
Riyadh,"24.65984333854125, 46.68108398387116",1512,1174,338,77.7,90264.55,91555.16
Riyadh,"24.66008455648023, 46.68859513007229",3030,2822,208,93.2,67912.61,30964.01
Riyadh,"24.659891302179965, 46.694059102613565",3974,3614,360,90.9,68910.53,85488.56
Riyadh,"24.659248437462338, 46.699292252753935",3589,3294,295,91.8,40380.12,93481.51
Riyadh,"24.660516657016522, 46.70483541032904",2792,2249,543,80.6,61484.12,90591.11
Riyadh,"24.66174968369453, 46.713417038345",2313,1526,787,66.0,92118.69,56420.29
Riyadh,"24.65901325096134, 46.72055408004817",2862,2647,215,92.5,70894.63,84336.96
Riyadh,"24.658794894527208, 46.728216744970844",3575,2707,868,75.7,46403.98,74190.72
Riyadh,"24.661454630663, 46.73220448632956",1213,1010,203,83.3,86819.74,61943.85
Riyadh,"24.658451713837266, 46.740531635863604",3276,2473,803,75.5,53440.22,32890.14
Riyadh,"24.659298053950522, 46.745336108092296",1055,829,226,78.6,57474.32,80741.64
Riyadh,"24.659104400175355, 46.751811931701376",3330,2634,696,79.1,107269.15,91952.18
Riyadh,"24.66115657512078, 46.75803571942355",1858,1282,576,69.0,80110.14,61923.78
Riyadh,"24.658167973476086, 46.76780056762767",3149,1938,1211,61.6,104693.68,96184.99
Riyadh,"24.659901082715045, 46.77371818246906",2987,2050,937,68.6,56673.11,93004.97
Riyadh,"24.659485594653212, 46.778357919611",2103,1658,445,78.9,113024.71,62050.86
Riyadh,"24.65863079382479, 46.78503227287588",3815,3136,679,82.2,67885.63,42795.86
Riyadh,"24.660474579433753, 46.7950567284714",1686,1053,633,62.5,119645.12,78142.01
Riyadh,"24.661987892411933, 46.800500529320836",2529,2139,390,84.6,98554.02,59051.54
Riyadh,"24.664905767193105, 46.600578299586594",1029,732,297,71.2,89397.35,91889.96
Riyadh,"24.66747197922676, 46.60783253164413",2751,2262,489,82.2,60813.89,74824.17
Riyadh,"24.665169976497328, 46.61226403185676",2975,2304,671,77.5,82241.5,88930.49
Riyadh,"24.668593369510525, 46.62115424730315",1666,1259,407,75.6,49703.13,98294.02
Riyadh,"24.667693456759473, 46.62788876817301",3978,2852,1126,71.7,113367.16,46884.75
Riyadh,"24.666421542259055, 46.63210519452954",1237,797,440,64.4,97470.99,91214.46
Riyadh,"24.667423666587805, 46.639432669989006",2960,2290,670,77.4,59423.15,92673.39
Riyadh,"24.665205595361712, 46.64826131884375",2166,1895,271,87.5,62202.82,67835.87
Riyadh,"24.66660787519932, 46.65308333335",3407,2161,1246,63.4,88697.91,60772.62
Riyadh,"24.665845525052433, 46.66078815109998",3726,2337,1389,62.7,104576.65,98115.06
Riyadh,"24.665425770011545, 46.66541317358246",1289,1152,137,89.4,91835.69,57138.83
Riyadh,"24.66605732538274, 46.674262942973826",1363,946,417,69.5,85507.04,49288.03
Riyadh,"24.6657679645181, 46.681325398373566",3759,2586,1173,68.8,51693.43,37784.78
Riyadh,"24.66832456267458, 46.68688474790733",3030,1986,1044,65.6,54212.7,86504.01
Riyadh,"24.664942173000114, 46.69195343524564",2241,1853,388,82.7,87416.19,58595.17
Riyadh,"24.66584935731151, 46.69905339707559",1352,826,526,61.1,61257.17,30982.38
Riyadh,"24.666135117494687, 46.70466954598156",2604,2037,567,78.2,95773.53,58068.15
Riyadh,"24.667218770916442, 46.712849507612",855,741,114,86.7,63224.51,61431.45
Riyadh,"24.665408803827056, 46.718074879426354",2464,2315,149,94.0,46807.73,71992.91
Riyadh,"24.668093983820004, 46.727770732937856",3658,2816,842,77.0,91287.34,88974.95
Riyadh,"24.66562181289953, 46.73421734758407",2204,1809,395,82.1,61868.12,54052.2
Riyadh,"24.667299824336187, 46.740155826086365",2031,1325,706,65.2,63398.53,85177.39
Riyadh,"24.666216630027392, 46.74676294574191",2446,1856,590,75.9,86861.25,70078.77
Riyadh,"24.666656863304947, 46.75353920456233",1024,970,54,94.8,48771.46,98787.34
Riyadh,"24.66711882363607, 46.75929040015965",2520,1928,592,76.5,58061.2,60341.83
Riyadh,"24.66723028238581, 46.76510852320283",896,568,328,63.5,119069.81,48184.9
Riyadh,"24.66675946882344, 46.77160005270572",1732,1352,380,78.1,72254.91,94690.89
Riyadh,"24.66800744009826, 46.77851909706529",1755,1395,360,79.5,92028.17,66793.0
Riyadh,"24.66816063777699, 46.785474982781416",1769,1442,327,81.6,103296.21,88402.13
Riyadh,"24.666608147815616, 46.79172834767992",3529,3044,485,86.3,79602.65,39647.87
Riyadh,"24.666950715392087, 46.801345198106425",2266,1872,394,82.6,56495.17,75442.84
Riyadh,"24.673965018366477, 46.60010328545046",3829,2861,968,74.7,82854.7,92540.79
Riyadh,"24.674138589419634, 46.60569042078801",1155,717,438,62.1,65634.2,56104.77
Riyadh,"24.67279874941371, 46.61375714783026",1900,1566,334,82.4,39403.49,93974.1
Riyadh,"24.671616829177136, 46.62172084414724",1622,1251,371,77.2,113714.71,79422.33
Riyadh,"24.67216828570731, 46.626632288672376",3962,3180,782,80.3,69885.58,63672.8
Riyadh,"24.67489240263399, 46.631653160546264",3367,2451,916,72.8,90039.8,32201.82
Riyadh,"24.67453741312938, 46.63824280075315",3789,2375,1414,62.7,104863.42,58881.35
Riyadh,"24.673565412891215, 46.648419642097465",1968,1769,199,89.9,89119.24,32546.29
Riyadh,"24.672997146144173, 46.65280960793677",2577,1614,963,62.6,86413.81,32538.17
Riyadh,"24.674167068473253, 46.661294571865106",1142,687,455,60.2,85769.8,60078.27
Riyadh,"24.672396595871323, 46.664829279275764",2256,2012,244,89.2,85394.63,52615.26
Riyadh,"24.671614885851778, 46.6725489515288",2191,2037,154,93.0,114516.82,47403.27
Riyadh,"24.675111747261365, 46.681842346981746",1023,648,375,63.4,110232.26,90850.16
Riyadh,"24.671721810333967, 46.687567354397906",2438,1573,865,64.6,97491.41,64364.06
Riyadh,"24.673459977538947, 46.69209117498576",2021,1822,199,90.2,90319.36,40938.96
Riyadh,"24.673438101420512, 46.69899505211622",817,750,67,91.9,61757.26,87494.11
Riyadh,"24.673834633547493, 46.70538225823318",1334,959,375,71.9,92356.53,69942.77
Riyadh,"24.674330110765244, 46.71299407173433",2674,2246,428,84.0,105085.05,33954.92
Riyadh,"24.671755390060934, 46.72055449719955",3969,3712,257,93.5,48416.9,58816.64
Riyadh,"24.67276518679682, 46.72650154903638",2425,1772,653,73.1,100800.87,57990.46
Riyadh,"24.67399430275243, 46.73486462941083",1234,760,474,61.6,73031.93,73903.88
Riyadh,"24.67200057060895, 46.7387215861544",3580,2984,596,83.4,98835.61,34600.76
Riyadh,"24.672939562027796, 46.74601671814891",1283,1135,148,88.5,42922.56,76826.19
Riyadh,"24.67196603915693, 46.75532706762154",1835,1101,734,60.0,47479.98,32346.75
Riyadh,"24.67310538201333, 46.75940929630108",891,661,230,74.3,49972.21,98512.2
Riyadh,"24.672593953317904, 46.76863251862914",2522,2314,208,91.8,56864.99,51707.8
Riyadh,"24.672631949767815, 46.77282021138308",3156,2607,549,82.6,99836.82,58972.82
Riyadh,"24.674390070804954, 46.77972235229093",1374,1265,109,92.1,92264.86,94017.82
Riyadh,"24.674236804067796, 46.78710032014769",1049,940,109,89.7,117718.18,49911.36
Riyadh,"24.673585912144553, 46.79218904587751",2808,2345,463,83.5,57387.6,35718.56
Riyadh,"24.674396166211874, 46.80170458769037",2484,1503,981,60.5,78209.38,79078.34
Riyadh,"24.679016356508733, 46.60184660710253",2243,1496,747,66.7,106271.33,93225.3
Riyadh,"24.679789999155993, 46.606255028913424",3050,2403,647,78.8,77375.3,55140.52
Riyadh,"24.680905253113348, 46.61526515921805",3418,3127,291,91.5,76951.22,52149.92
Riyadh,"24.680383051306496, 46.620070437435366",3826,2546,1280,66.6,57128.0,34882.68
Riyadh,"24.681973648038216, 46.62587403328239",2210,2007,203,90.9,48910.31,85255.47
Riyadh,"24.679201335846912, 46.632220880147266",2968,2547,421,85.8,106444.67,41528.24
Riyadh,"24.681422881702034, 46.638086805485834",1735,1071,664,61.7,108289.65,57955.64
Riyadh,"24.681287759689788, 46.647425543402306",1921,1642,279,85.5,36740.0,76120.78
Riyadh,"24.679103828546975, 46.653547985946474",3368,3159,209,93.8,46381.41,97168.55
Riyadh,"24.680225292342026, 46.661703689800845",2675,2264,411,84.7,60067.55,84217.66
Riyadh,"24.678618859144876, 46.664817611867",1730,1175,555,68.0,95992.68,40183.58
Riyadh,"24.679422623013142, 46.67188696610724",3676,2603,1073,70.8,92723.95,66771.01
Riyadh,"24.679468331572103, 46.68032862282544",2843,2395,448,84.3,97174.2,91470.84
Riyadh,"24.678931976594217, 46.687910963613795",1020,717,303,70.3,107825.31,63071.35
Riyadh,"24.67836762048514, 46.69293252632725",2661,1717,944,64.5,89084.68,83516.25
Riyadh,"24.68167152721338, 46.700937063815516",3746,2606,1140,69.6,87730.26,40523.79
Riyadh,"24.680894322106976, 46.70783828344392",3825,3373,452,88.2,52942.59,84148.76
Riyadh,"24.678691609963426, 46.714636154310874",1220,972,248,79.7,35864.66,61547.76
Riyadh,"24.6807583804042, 46.7203049298471",3499,3165,334,90.5,36851.57,71750.56
Riyadh,"24.681630622568587, 46.727047591476904",2611,2077,534,79.6,59783.21,42161.9
Riyadh,"24.679201573015373, 46.734256490781156",2880,1894,986,65.8,83443.07,34621.96
Riyadh,"24.680305134784625, 46.73831390958369",3405,2352,1053,69.1,45293.66,65193.41
Riyadh,"24.678223690835292, 46.747750272681344",2535,1836,699,72.4,64635.56,72311.09
Riyadh,"24.679391720827812, 46.754601900133515",3973,2453,1520,61.8,113181.42,83655.36
Riyadh,"24.67966608685047, 46.761471324387806",1964,1532,432,78.1,41072.3,53967.11
Riyadh,"24.681479146056486, 46.76557353735211",2289,1749,540,76.4,83702.98,36201.56
Riyadh,"24.680611116732642, 46.7737425398706",3941,3535,406,89.7,79947.28,48272.96
Riyadh,"24.67804573752385, 46.781109674472575",1883,1576,307,83.7,64813.21,56523.36
Riyadh,"24.679529947848742, 46.78588580023818",1279,1058,221,82.8,119481.52,45606.8
Riyadh,"24.678164729008653, 46.79349305225109",1637,1508,129,92.2,58394.8,80170.52
Riyadh,"24.67859832007667, 46.80000960644178",2714,2285,429,84.2,78699.56,31407.51
Riyadh,"24.68554985536595, 46.59820207925659",3471,2345,1126,67.6,114899.12,46753.82
Riyadh,"24.68759298096093, 46.60623819748474",2146,1746,400,81.4,59859.06,52587.47
Riyadh,"24.68644913161058, 46.613713862098514",2642,2084,558,78.9,101590.55,94146.61
Riyadh,"24.686685584051116, 46.61888834251261",2135,1743,392,81.7,98106.27,44648.99
Riyadh,"24.685825798783295, 46.626243956282174",3630,3103,527,85.5,45498.52,66613.3
Riyadh,"24.68519542284815, 46.631663513783884",1100,905,195,82.3,102502.59,42774.17
Riyadh,"24.68695242902871, 46.63819724439228",2063,1698,365,82.3,43046.19,76200.49
Riyadh,"24.686263431864855, 46.64500698261654",1122,798,324,71.2,57318.95,64705.02
Riyadh,"24.68667395912909, 46.65442863387956",3067,2382,685,77.7,53479.8,62507.97
Riyadh,"24.68518816736625, 46.6585394830549",2666,1647,1019,61.8,39950.37,89901.37
Riyadh,"24.68690385137592, 46.66661811106588",2618,1593,1025,60.9,66537.28,75172.02
Riyadh,"24.687275660422586, 46.67211773053491",881,725,156,82.3,114274.63,56938.1
Riyadh,"24.687130654017043, 46.68094267101658",1690,1123,567,66.5,69396.45,95217.24
Riyadh,"24.685651650028696, 46.68495324258803",3723,3089,634,83.0,99853.63,99170.48
Riyadh,"24.687773754261833, 46.69262697989796",1332,998,334,75.0,73505.34,30232.17
Riyadh,"24.688363218990247, 46.69835837859251",3949,3054,895,77.4,79648.45,47873.4
Riyadh,"24.687353656880468, 46.706360829076125",2811,1726,1085,61.4,78641.05,99912.26
Riyadh,"24.686059898094054, 46.712616286784744",3841,3444,397,89.7,55537.46,72298.61
Riyadh,"24.68704217526283, 46.71809682732134",2918,2260,658,77.5,91402.59,41415.75
Riyadh,"24.685885942056853, 46.728617274334525",3469,2313,1156,66.7,85057.97,60426.07
Riyadh,"24.687131550644484, 46.73529397006242",1599,1176,423,73.6,103470.78,86753.24
Riyadh,"24.686435507087605, 46.73858327390076",2031,1475,556,72.7,57755.01,90645.6
Riyadh,"24.684846176870394, 46.74793935434719",3201,2531,670,79.1,54085.13,65485.92
Riyadh,"24.68546540752109, 46.75282861649461",2284,1732,552,75.8,96048.32,69808.99
Riyadh,"24.68769760179704, 46.76141105658071",2959,1946,1013,65.8,103728.74,81965.65
Riyadh,"24.685116153629806, 46.76488481872011",873,554,319,63.5,103278.14,54633.17
Riyadh,"24.68846243032677, 46.77504025211377",2093,1697,396,81.1,84069.61,41616.29
Riyadh,"24.688141676073247, 46.78128053582572",1963,1484,479,75.6,103081.33,88182.21
Riyadh,"24.68472159983744, 46.78744184756689",2823,2640,183,93.5,65694.97,53204.49
Riyadh,"24.68511177863593, 46.79313357961588",1717,1146,571,66.8,52406.19,98321.31
Riyadh,"24.68475765912727, 46.798836038164495",2626,2103,523,80.1,100795.35,34986.3
Riyadh,"24.693485355164963, 46.598815205411505",3524,2377,1147,67.5,60394.55,64657.27
Riyadh,"24.693426396859202, 46.60570129868037",2368,2150,218,90.8,87382.17,59611.49
Riyadh,"24.693265438654713, 46.614253027667374",1188,1070,118,90.1,67254.09,74131.34
Riyadh,"24.69189872301703, 46.620795020928036",1383,884,499,63.9,36733.5,31428.07
Riyadh,"24.69140688738356, 46.62699868643997",977,644,333,66.0,79909.23,51538.45
Riyadh,"24.693987446701335, 46.63150726136333",3301,2871,430,87.0,65325.96,87148.66
Riyadh,"24.692014611921515, 46.63913605416419",2937,2451,486,83.5,99203.75,91452.14
Riyadh,"24.694490087311365, 46.647138525772235",1031,895,136,86.9,64837.96,74554.97
Riyadh,"24.691545674327962, 46.6539523648206",2133,1449,684,68.0,111285.37,33738.5
Riyadh,"24.69136667003433, 46.659554580588946",3461,3028,433,87.5,51428.89,72984.65
Riyadh,"24.692418574849658, 46.6680749984457",811,580,231,71.6,53340.09,64715.92
Riyadh,"24.693973734826653, 46.67479046242757",2369,2239,130,94.5,52696.48,81112.92
Riyadh,"24.691409646629072, 46.681469641771415",2715,2231,484,82.2,112083.4,77856.5
Riyadh,"24.693930977912345, 46.685591341147216",3703,3350,353,90.5,116199.57,50088.91
Riyadh,"24.692856138145185, 46.695239781092894",2376,2069,307,87.1,50213.81,93757.96
Riyadh,"24.691731748180704, 46.69926182387724",3570,2905,665,81.4,61967.04,36219.36
Riyadh,"24.69480042431545, 46.70679290924732",3859,3506,353,90.9,48899.09,48210.32
Riyadh,"24.692079002883006, 46.71333593662481",1645,1297,348,78.9,46389.81,75943.08
Riyadh,"24.693165278381926, 46.7217053998921",2620,1870,750,71.4,86220.31,81303.2
Riyadh,"24.69141928716619, 46.725656235225664",2071,1866,205,90.1,60481.83,75789.77
Riyadh,"24.693450994788755, 46.73266761187186",1896,1674,222,88.3,102939.61,71560.06
Riyadh,"24.692906932604643, 46.738628021002356",3112,2276,836,73.1,57964.1,97835.1
Riyadh,"24.692720452944965, 46.74607431899573",3153,2963,190,94.0,99578.84,75615.49
Riyadh,"24.693834257214338, 46.75227815239616",1520,1248,272,82.2,91876.2,68700.47
Riyadh,"24.695246310402315, 46.760005005844704",825,773,52,93.8,115567.67,80160.29
Riyadh,"24.694580904773733, 46.76716983612153",1377,1195,182,86.8,72974.23,76538.33
Riyadh,"24.6948480424301, 46.77489494167765",2253,1707,546,75.8,113493.72,76603.46
Riyadh,"24.69459276788405, 46.77811786359382",2495,1958,537,78.5,35470.84,61128.9
Riyadh,"24.693553090739723, 46.78578744204518",2112,1765,347,83.6,111134.43,40923.84
Riyadh,"24.69194016605641, 46.794922034593206",1163,960,203,82.6,45079.89,32136.25
Riyadh,"24.693961060369134, 46.79835118006854",1584,1000,584,63.1,80156.52,61705.18
Riyadh,"24.69952882848742, 46.60184242277378",877,672,205,76.7,84219.43,49172.22
Riyadh,"24.7004497935734, 46.60716876506865",3838,2804,1034,73.1,71518.91,93827.72
