city,geo_location,total_housing_units,avg_rooms,avg_bathrooms,avg_square_footage,avg_year_built,ownership_rate,occupancy_rate
Riyadh,"24.678223690835292, 46.747750272681344",1489,3.7,1.9,2278,1983,57.3,96.5
Riyadh,"24.679391720827812, 46.754601900133515",1039,4.4,1.7,2315,1978,43.4,86.6
Riyadh,"24.67966608685047, 46.761471324387806",1124,3.1,2.5,1578,1981,42.7,90.9
Riyadh,"24.681479146056486, 46.76557353735211",1385,3.4,1.5,931,1985,52.3,89.7
Riyadh,"24.680611116732642, 46.7737425398706",667,3.8,2.1,1200,1997,67.9,88.5
Riyadh,"24.67804573752385, 46.781109674472575",377,5.1,1.7,807,1997,46.7,97.7
Riyadh,"24.679529947848742, 46.78588580023818",1312,5.6,2.6,1551,1991,63.1,90.0
Riyadh,"24.678164729008653, 46.79349305225109",438,4.4,2.6,2093,2002,66.5,95.7
Riyadh,"24.67859832007667, 46.80000960644178",1064,5.0,2.4,977,1985,72.9,90.9
Riyadh,"24.68554985536595, 46.59820207925659",625,3.5,1.7,1212,1975,75.4,86.2
Riyadh,"24.68759298096093, 46.60623819748474",1035,3.9,2.1,2430,1998,60.8,97.4
Riyadh,"24.68644913161058, 46.613713862098514",642,3.2,2.9,1777,1995,45.4,86.9
Riyadh,"24.686685584051116, 46.61888834251261",936,4.7,2.5,1902,2003,68.8,86.0
Riyadh,"24.685825798783295, 46.626243956282174",1358,3.8,2.0,1982,1989,57.5,89.6
Riyadh,"24.68519542284815, 46.631663513783884",703,3.1,2.6,2017,1996,63.7,88.8
Riyadh,"24.68695242902871, 46.63819724439228",896,4.4,2.2,1257,1989,48.2,92.7
Riyadh,"24.686263431864855, 46.64500698261654",399,4.9,1.7,2071,1972,60.9,95.7
Riyadh,"24.68667395912909, 46.65442863387956",1294,3.8,2.9,2164,2009,57.5,88.8
Riyadh,"24.68518816736625, 46.6585394830549",1278,5.4,1.9,946,1991,78.4,94.8
Riyadh,"24.68690385137592, 46.66661811106588",1214,5.0,2.7,2098,2008,54.8,86.1
Riyadh,"24.687275660422586, 46.67211773053491",424,3.4,2.3,2407,2007,64.3,86.8
Riyadh,"24.687130654017043, 46.68094267101658",1477,3.9,2.0,1608,2000,49.8,90.3
Riyadh,"24.685651650028696, 46.68495324258803",1430,5.0,1.5,1395,2007,65.2,87.9
Riyadh,"24.687773754261833, 46.69262697989796",426,3.6,3.0,1177,1983,63.6,94.4
Riyadh,"24.688363218990247, 46.69835837859251",701,4.8,1.8,2108,2009,70.0,89.2
Riyadh,"24.687353656880468, 46.706360829076125",1147,3.0,2.5,2005,2008,74.0,85.0
Riyadh,"24.686059898094054, 46.712616286784744",655,5.6,2.8,1765,2002,64.7,90.4
Riyadh,"24.68704217526283, 46.71809682732134",396,4.3,2.8,2344,1972,68.2,85.3
Riyadh,"24.685885942056853, 46.728617274334525",504,5.2,1.6,1195,2002,49.0,87.1
Riyadh,"24.687131550644484, 46.73529397006242",626,3.7,2.6,1180,1998,68.8,88.4
Riyadh,"24.686435507087605, 46.73858327390076",725,5.5,2.6,1369,1972,45.5,91.2
Riyadh,"24.684846176870394, 46.74793935434719",938,5.6,2.8,937,1986,78.6,87.1
Riyadh,"24.68546540752109, 46.75282861649461",943,4.8,2.1,1117,2008,49.1,93.1
Riyadh,"24.68769760179704, 46.76141105658071",1298,3.4,2.5,1714,1981,62.9,94.4
Riyadh,"24.685116153629806, 46.76488481872011",401,4.8,2.4,1986,2002,63.3,92.5
Riyadh,"24.68846243032677, 46.77504025211377",462,3.0,2.9,1400,1971,58.4,93.2
Riyadh,"24.688141676073247, 46.78128053582572",422,5.8,2.3,932,2000,73.0,87.6
Riyadh,"24.68472159983744, 46.78744184756689",999,4.7,2.5,1416,1996,70.9,93.4
Riyadh,"24.68511177863593, 46.79313357961588",711,4.9,1.7,2015,1977,49.1,89.8
Riyadh,"24.68475765912727, 46.798836038164495",857,3.5,1.9,1826,1970,43.2,97.4
Riyadh,"24.693485355164963, 46.598815205411505",648,5.1,2.5,2434,1972,72.5,88.4
Riyadh,"24.693426396859202, 46.60570129868037",1379,5.8,1.7,1864,1988,58.3,92.7
Riyadh,"24.693265438654713, 46.614253027667374",733,5.7,2.5,1256,1998,66.1,93.9
Riyadh,"24.69189872301703, 46.620795020928036",649,5.8,2.9,1537,2001,64.7,92.3
Riyadh,"24.69140688738356, 46.62699868643997",1143,4.5,1.7,2008,1985,68.9,87.5
Riyadh,"24.693987446701335, 46.63150726136333",410,3.1,2.0,1485,2009,71.6,94.6
Riyadh,"24.692014611921515, 46.63913605416419",857,3.9,2.6,1103,1992,75.9,96.6
Riyadh,"24.694490087311365, 46.647138525772235",616,4.0,1.6,1069,1986,79.2,97.6
Riyadh,"24.691545674327962, 46.6539523648206",434,4.5,2.3,2231,1976,58.3,87.4
Riyadh,"24.69136667003433, 46.659554580588946",789,4.3,2.5,1747,1987,46.7,86.7
Riyadh,"24.692418574849658, 46.6680749984457",1123,3.7,2.1,2237,1975,47.2,95.8
Riyadh,"24.693973734826653, 46.67479046242757",905,5.9,1.5,1953,1982,76.0,96.5
Riyadh,"24.691409646629072, 46.681469641771415",1155,3.0,2.5,1630,1978,60.0,91.2
Riyadh,"24.693930977912345, 46.685591341147216",743,4.6,1.9,1245,2003,50.9,97.0
Riyadh,"24.692856138145185, 46.695239781092894",388,5.0,2.9,1520,1986,51.9,94.7
Riyadh,"24.691731748180704, 46.69926182387724",1157,3.6,2.5,1966,1980,68.1,86.0
Riyadh,"24.69480042431545, 46.70679290924732",604,3.4,2.4,1000,1980,52.9,95.6
Riyadh,"24.692079002883006, 46.71333593662481",549,4.5,2.7,822,2008,53.9,85.5
Riyadh,"24.693165278381926, 46.7217053998921",1425,5.5,2.9,911,1986,45.5,89.9
Riyadh,"24.69141928716619, 46.725656235225664",754,3.5,1.8,815,2001,72.7,91.8
Riyadh,"24.693450994788755, 46.73266761187186",903,4.9,2.8,1647,1993,61.2,88.4
Riyadh,"24.692906932604643, 46.738628021002356",463,4.2,2.8,2241,1976,65.9,86.7
Riyadh,"24.692720452944965, 46.74607431899573",1323,3.8,2.9,844,1993,77.9,87.7
Riyadh,"24.693834257214338, 46.75227815239616",610,4.4,2.8,2264,1993,47.2,86.6
Riyadh,"24.695246310402315, 46.760005005844704",511,6.0,2.9,2160,1990,41.5,88.4
Riyadh,"24.694580904773733, 46.76716983612153",736,5.7,2.3,2143,2000,45.6,92.6
Riyadh,"24.6948480424301, 46.77489494167765",1168,4.2,1.9,991,1997,52.9,97.7
Riyadh,"24.69459276788405, 46.77811786359382",317,4.8,2.1,849,1996,77.5,87.6
Riyadh,"24.693553090739723, 46.78578744204518",947,3.1,2.2,2429,1974,72.9,89.4
Riyadh,"24.69194016605641, 46.794922034593206",783,5.6,2.2,1208,1984,66.8,88.4
Riyadh,"24.693961060369134, 46.79835118006854",391,4.7,2.9,1336,2007,76.2,88.2
Riyadh,"24.69952882848742, 46.60184242277378",695,5.7,2.5,1955,2000,79.4,87.6
Riyadh,"24.7004497935734, 46.60716876506865",970,5.6,2.1,2076,2001,74.6,88.2
Riyadh,"24.698909711909813, 46.61229477656602",1359,4.9,1.7,2333,1990,43.6,96.9
Riyadh,"24.69861099661668, 46.621882148692386",1269,5.9,1.5,2135,1985,70.2,92.2
Riyadh,"24.70163894157426, 46.625983805620145",1132,5.4,2.7,1972,1985,63.9,90.2
Riyadh,"24.700168935004825, 46.632160362431975",1324,4.1,2.0,1051,2001,42.1,86.2
Riyadh,"24.698554306107198, 46.64016541530741",1380,5.1,2.1,1472,2008,49.1,97.5
Riyadh,"24.70120042023666, 46.64811701731299",1317,3.0,2.5,2374,1983,52.3,90.3
Riyadh,"24.69923599358465, 46.65415387888448",989,3.3,1.9,952,1981,76.9,94.1
Riyadh,"24.70009522193401, 46.65854100997537",1402,4.3,3.0,1336,1994,45.0,93.3
Riyadh,"24.70198274320093, 46.66856977430294",1436,3.5,2.7,2113,1973,68.4,86.1
Riyadh,"24.698580609579572, 46.675065453119025",318,5.9,2.5,1781,1984,66.6,94.5
Riyadh,"24.701668448482696, 46.679269984843366",649,5.0,1.7,1319,1983,67.5,97.7
Riyadh,"24.700229361192378, 46.688461072923324",1380,3.3,2.4,1475,1979,53.3,86.3
Riyadh,"24.698473549162873, 46.6926037236901",1305,5.3,2.1,1296,1981,52.7,89.8
Riyadh,"24.70151855248647, 46.700908318133045",1429,3.5,2.2,1747,1998,73.7,97.2
Riyadh,"24.701061740050278, 46.7081871942671",818,4.1,2.2,1053,1985,44.8,86.1
Riyadh,"24.699656160621682, 46.71297834038645",344,3.1,1.7,1681,1997,57.5,91.0
Riyadh,"24.699772017948202, 46.721735074097566",1312,4.3,1.7,1101,1975,72.7,90.2
Riyadh,"24.701576520372537, 46.72839966678833",1200,4.3,2.0,1414,2001,64.9,88.9
Riyadh,"24.69909518465853, 46.734449764873226",775,3.3,2.5,1122,1985,55.3,96.4
Riyadh,"24.698427085731378, 46.738738985986295",487,4.2,2.7,1145,1977,79.3,95.7
Riyadh,"24.701049789934935, 46.74711459305734",1444,4.2,2.8,1777,1973,59.1,92.6
Riyadh,"24.69906745045202, 46.753601505705085",1256,4.0,2.7,2476,1988,45.2,89.6
Riyadh,"24.698923645394935, 46.75892873013708",502,3.6,2.7,2128,1991,55.2,96.2
Riyadh,"24.700749511540717, 46.766103712004806",1266,3.2,1.8,1691,2006,59.0,91.1
Riyadh,"24.700752565138934, 46.77323974221351",1434,4.0,2.5,888,1993,76.4,88.2
Riyadh,"24.700009298349805, 46.78041884703841",734,3.8,1.7,2415,2005,52.0,90.3
Riyadh,"24.70084807651191, 46.78616250427118",670,4.9,2.3,883,1993,58.3,87.0
Riyadh,"24.701408517729867, 46.793299115721595",312,4.2,2.6,1252,1982,68.5,89.8
Riyadh,"24.69855005088937, 46.79877303931791",333,3.7,2.0,1011,2006,56.4,89.2
Riyadh,"24.704795584879577, 46.60105815541652",1302,5.2,1.9,1617,2004,66.7,96.9
Riyadh,"24.704726723708475, 46.60574610147725",571,3.7,2.6,1100,1989,49.5,91.4
Riyadh,"24.706318842755433, 46.61430279997999",1362,4.1,1.9,1860,1984,70.3,93.0
Riyadh,"24.70861964033652, 46.621031106358906",1487,5.0,1.6,1332,1989,59.9,90.7
Riyadh,"24.704931211963608, 46.62837507949138",819,5.6,1.6,1694,1990,67.6,91.8
Riyadh,"24.70860917722501, 46.63480184934389",1107,3.4,2.9,1372,1974,66.1,85.2
Riyadh,"24.70662643826071, 46.63929958250721",1439,3.0,1.9,1146,1999,49.1,89.5
Riyadh,"24.706496846384432, 46.64565380203012",517,3.0,2.1,2227,1971,77.0,90.8
Riyadh,"24.70628613373964, 46.65150063843354",1184,3.1,2.9,1966,2000,54.7,85.3
Riyadh,"24.707607993786265, 46.65952149667502",1238,4.9,1.9,1411,1989,70.3,87.0
Riyadh,"24.705918256632312, 46.667112686165346",474,6.0,2.3,1218,2008,64.4,88.8
Riyadh,"24.7076365380855, 46.673708556538905",1376,3.2,2.6,2272,1992,59.7,94.2
Riyadh,"24.70676758879348, 46.68150313188744",686,4.4,1.9,2295,1977,56.7,85.3
Riyadh,"24.707814346115942, 46.686749263031565",630,5.9,2.1,2285,1988,53.7,94.8
Riyadh,"24.70647310503692, 46.69464137373997",1090,3.2,2.3,1880,2010,45.2,85.4
Riyadh,"24.704836330330703, 46.7019833454861",608,5.6,1.9,1709,1990,75.5,97.1
Riyadh,"24.706741477277017, 46.706249111453204",629,5.3,1.7,2459,2001,57.2,95.3
Riyadh,"24.70760734699287, 46.713564137132586",605,3.5,2.0,2178,1981,61.0,88.0
Riyadh,"24.706731173399046, 46.72052259421237",656,5.9,1.7,1592,1975,73.1,95.3
Riyadh,"24.704863848463393, 46.7258313841156",994,5.1,2.1,1057,1994,70.4,96.5
Riyadh,"24.706258826232485, 46.73255154992462",922,3.3,2.1,863,1973,70.2,87.7
Riyadh,"24.70797715069709, 46.73984538865585",709,5.5,2.5,913,1987,54.4,98.0
Riyadh,"24.706356515396468, 46.74711920378364",1118,4.1,1.9,1980,1999,71.3,89.2
Riyadh,"24.70488485333393, 46.753401211934396",912,5.3,2.6,1495,1970,78.8,95.7
Riyadh,"24.705235625141768, 46.761319574017705",881,5.3,2.8,2389,1978,40.7,93.8
Riyadh,"24.706473459017985, 46.767557253832635",522,5.1,2.2,2152,1989,50.4,86.8
Riyadh,"24.705119353011643, 46.774448257900836",1162,3.9,2.9,1617,2002,47.4,89.7
Riyadh,"24.708418036497463, 46.78078445656736",899,4.0,2.7,1664,1971,61.7,92.6
Riyadh,"24.70520789336343, 46.78632090388705",1467,6.0,2.4,817,1974,46.8,88.2
Riyadh,"24.706470210086056, 46.792048847649106",1493,5.0,1.5,2369,1974,63.3,90.8
Riyadh,"24.707027928567825, 46.800850537565225",777,4.7,1.9,2086,1980,40.0,87.8
Riyadh,"24.71214106135217, 46.59981873283059",374,4.3,1.5,1916,2003,73.9,96.8
Riyadh,"24.712333662509643, 46.60743353637999",1245,3.5,2.8,1627,1978,52.6,93.8
Riyadh,"24.714961983185358, 46.61451927822324",1416,5.8,2.6,1657,1977,41.7,88.3
Riyadh,"24.71420683221221, 46.618494176867344",1118,5.0,2.4,1868,2003,64.5,94.9
Riyadh,"24.71178999308863, 46.626464260338764",1264,3.9,1.7,1634,1994,69.1,87.9
Riyadh,"24.712785106889964, 46.6334286025576",933,5.6,1.7,1267,1978,46.4,95.4
Riyadh,"24.71286968283038, 46.64116426637695",791,3.5,1.8,2303,1973,63.7,92.1
Riyadh,"24.713379999139274, 46.64846568222324",1086,5.7,2.5,2117,1975,58.6,87.2
Riyadh,"24.712848047858984, 46.65285576137038",1003,4.3,1.6,2285,1978,43.9,91.4
Riyadh,"24.71440637462847, 46.66164901111529",970,4.2,2.4,1748,1976,54.3,97.3
Riyadh,"24.71359529964739, 46.66730478802907",728,5.9,2.9,2389,1996,65.4,88.8
Riyadh,"24.711933692271376, 46.67480860748324",930,5.1,2.1,872,1991,48.0,90.1
Riyadh,"24.71204880039203, 46.68084818995152",883,4.5,2.7,1532,1996,42.3,96.2
Riyadh,"24.713011660098278, 46.685904739888414",1266,4.4,1.6,1727,1987,63.8,89.8
Riyadh,"24.714407855022777, 46.69311836626993",381,4.2,2.9,888,1978,56.1,88.9
Riyadh,"24.71383914473198, 46.698470215913616",470,3.9,1.6,1571,2004,74.2,86.1
Riyadh,"24.711859617460583, 46.70547807348778",346,4.0,1.9,2064,2003,47.7,86.3
Riyadh,"24.713823574645286, 46.7123457772338",778,5.1,2.8,2215,1995,68.0,92.4
Riyadh,"24.71316790396465, 46.72142164422568",614,4.8,1.6,2311,2005,57.7,92.0
Riyadh,"24.713507337971752, 46.72468966886226",1060,5.7,2.3,2120,1983,72.1,93.2
Riyadh,"24.714864145015483, 46.732284846749415",475,5.0,1.8,1801,1997,44.7,96.2
Riyadh,"24.713688782642073, 46.73990284795921",1188,6.0,3.0,2234,2002,77.5,88.0
Riyadh,"24.71297393879618, 46.744984286336134",1388,5.6,1.9,2443,1991,46.0,88.6
Riyadh,"24.713733741750517, 46.75231218601908",471,5.2,1.7,1908,1972,61.3,85.3
Riyadh,"24.713522699771666, 46.760479064155476",326,3.7,3.0,2303,2005,70.3,85.2
Riyadh,"24.71356352792641, 46.76796767668548",1321,4.6,2.1,2419,1974,78.4,88.3
Riyadh,"24.711529008533105, 46.771926358006056",1250,4.3,1.5,1312,1996,40.8,91.6
Riyadh,"24.713946440846197, 46.77814688420729",1109,6.0,2.2,1310,1986,51.3,87.0
Riyadh,"24.71474865048227, 46.787334652838446",1011,3.1,2.2,1577,1977,62.5,95.9
Riyadh,"24.714685391076504, 46.7925270995199",797,5.8,2.3,1168,1997,62.8,85.2
Riyadh,"24.715014872126414, 46.79819612545099",1104,4.5,1.9,1553,1988,63.6,86.7
Riyadh,"24.719667827695424, 46.598712993567034",1289,4.0,1.7,932,1982,67.7,96.4
Riyadh,"24.720688361981047, 46.60711102569086",884,3.5,2.7,1343,1995,57.7,96.8
Riyadh,"24.720766054472325, 46.61371320927856",531,5.2,2.6,1012,1985,40.1,96.0
Riyadh,"24.721149230318137, 46.61870967706938",1201,4.8,2.5,2495,1973,51.1,97.3
Riyadh,"24.719821351312085, 46.62698253183643",1351,5.7,2.5,1481,2005,40.2,92.7
Riyadh,"24.721725919277546, 46.63170583848462",713,3.9,1.7,900,1978,65.6,87.7
Riyadh,"24.71919717792639, 46.6394742777019",1475,3.6,2.5,1327,1975,43.7,89.7
Riyadh,"24.719515757406363, 46.64493733337795",1493,4.5,1.6,2051,2001,71.1,94.8
Riyadh,"24.719709295357568, 46.65353521766459",484,5.8,2.1,1947,1997,60.9,92.8
Riyadh,"24.71917133085343, 46.65853818315631",806,5.5,2.8,1832,2009,42.4,96.6
Riyadh,"24.72077847775398, 46.66576434083767",1082,5.0,1.7,1687,1990,70.2,96.0
Riyadh,"24.72010821093362, 46.673431918170344",681,4.8,1.7,915,1997,69.7,95.6
Riyadh,"24.720783317989383, 46.68044821497971",971,3.1,1.9,1162,1997,43.7,94.5
Riyadh,"24.718437208937747, 46.68758558074572",627,3.3,2.3,2450,1977,61.0,95.2
Riyadh,"24.720515914396316, 46.69528209038837",493,3.8,2.0,2208,1972,66.4,97.0
Riyadh,"24.71993465193284, 46.70075461711302",878,5.7,1.8,959,1983,68.1,93.5
Riyadh,"24.721735566699156, 46.70861178043604",900,3.6,2.9,1269,1998,69.6,87.4
Riyadh,"24.71914874921522, 46.71376871176107",422,6.0,2.3,1907,1974,41.0,94.4
Riyadh,"24.719265954233997, 46.72010156490133",360,5.5,2.4,1978,1994,50.8,94.6
Riyadh,"24.721980097342232, 46.726082080044165",1407,5.1,1.6,1868,1988,49.8,95.0
Riyadh,"24.71851885255022, 46.733583870684",738,4.2,1.9,970,2008,58.6,91.7
Riyadh,"24.72007882320074, 46.740527430429985",428,4.0,3.0,1291,1978,57.0,96.6
Riyadh,"24.719970017814877, 46.745386295593285",884,3.2,1.9,1941,2006,52.1,86.2
Riyadh,"24.720437623030925, 46.75416768160334",867,4.1,2.1,2150,1992,41.5,91.8
Riyadh,"24.721917030638267, 46.7580063236689",499,5.2,1.6,2179,1970,55.8,88.9
Riyadh,"24.718095947190076, 46.76716850963622",1156,5.4,1.6,2294,2007,77.9,87.1
Riyadh,"24.718471702895688, 46.774725612487615",604,5.1,2.7,2099,1985,61.7,86.4
Riyadh,"24.721198257405025, 46.781995948029",1199,4.8,2.2,2402,2007,48.1,91.9
Riyadh,"24.7196561645581, 46.7860018356944",1327,3.9,2.2,1758,1971,65.4,89.0
Riyadh,"24.720241662019674, 46.79388334750768",1066,4.0,1.8,2130,2001,73.4,94.0
Riyadh,"24.718045189071916, 46.79880474855572",940,4.9,1.5,1103,1977,40.2,85.7
Riyadh,"24.72579317347967, 46.601160782011384",511,5.3,2.6,2172,1995,51.2,93.2
Riyadh,"24.72589775686364, 46.60669342517505",1026,5.1,2.9,2413,1976,74.6,96.2
Riyadh,"24.725962362024198, 46.61135785838308",1059,3.2,1.6,1719,2003,68.0,92.0
Riyadh,"24.727410009821256, 46.61936544634092",1003,5.8,2.1,2163,1994,68.2,87.9
Riyadh,"24.72756425323791, 46.62713064003865",1110,5.5,2.6,2274,1971,69.0,88.9
Riyadh,"24.724783136193913, 46.63203584968628",1017,3.4,2.5,2466,1992,40.4,92.0
Riyadh,"24.725988725995037, 46.639351747421095",619,5.4,2.2,1322,1990,40.7,91.3
Riyadh,"24.72735655849613, 46.648331318879364",980,3.5,1.9,2386,1981,64.2,92.1
Riyadh,"24.727855684201984, 46.653915942215995",1206,4.2,1.8,1005,1971,58.0,92.4
Riyadh,"24.726592648759148, 46.660508801950826",468,5.1,2.0,1749,1971,75.7,89.5
Riyadh,"24.728234899973828, 46.66681453684655",1012,3.2,2.7,1216,2005,51.9,93.3
Riyadh,"24.726007105284804, 46.67446928946617",1187,4.3,3.0,1365,1971,52.2,90.0
Riyadh,"24.726322478928005, 46.680970338584665",1006,4.9,2.3,2357,1997,42.5,97.2
Riyadh,"24.72800708961053, 46.685864041653225",1126,3.7,1.7,1311,1999,79.2,89.1
Riyadh,"24.727566523284064, 46.69259534469908",1398,5.8,3.0,953,1975,76.1,88.4
Riyadh,"24.72681020856953, 46.69883304988079",1349,5.8,2.6,1452,1987,71.3,91.9
Riyadh,"24.727408639868052, 46.70786480800061",655,5.7,1.5,1527,1987,53.3,92.5
Riyadh,"24.72821878454474, 46.71274771549501",1469,5.2,1.8,2293,1996,63.1,95.0
Riyadh,"24.728545119836408, 46.71912184011462",1122,4.1,2.1,2452,1991,54.9,92.8
Riyadh,"24.724791359325422, 46.728601141742125",622,5.3,2.2,1469,2002,64.9,97.7
Riyadh,"24.72717271005713, 46.734702956433075",1146,5.4,1.6,1661,2010,74.9,86.5
Riyadh,"24.72695059323129, 46.73955826509557",566,4.9,2.3,2017,1971,78.1,92.7
Riyadh,"24.727047434134786, 46.74812504142867",776,5.5,2.0,2031,1972,66.7,98.0
Riyadh,"24.727672827501344, 46.75415439806951",810,3.2,1.5,1337,1992,74.3,87.1
Riyadh,"24.725924664260244, 46.75812651286338",1372,3.8,1.7,832,2007,55.1,86.6
Riyadh,"24.726322144938116, 46.766654884404254",408,4.4,1.9,1689,1986,47.2,94.8
Riyadh,"24.725617235651757, 46.77314095865179",775,4.4,2.3,958,2003,66.4,90.0
Riyadh,"24.728469573665738, 46.77886455951706",408,5.1,2.2,2253,1980,66.2,89.8
Riyadh,"24.72587593986119, 46.785115591755726",1308,5.3,2.4,1609,1992,50.2,96.1
Riyadh,"24.727806442599615, 46.794444494899174",1369,4.1,2.6,1106,1987,78.8,91.9
Riyadh,"24.728320082051336, 46.799775096371945",1199,3.4,2.7,2210,1985,59.1,91.6
Riyadh,"24.731433072431855, 46.59993065276459",1193,4.4,2.3,2193,1982,72.7,97.3
Riyadh,"24.733333550567053, 46.60542751338105",1244,4.5,2.7,1661,1972,46.7,92.0
Riyadh,"24.735027880404896, 46.61426309760036",1346,5.0,1.7,2167,1991,75.5,94.0
Riyadh,"24.73342784517935, 46.6211021328368",907,3.4,2.4,1291,1975,54.5,85.9
Riyadh,"24.731906513525132, 46.62815386260842",1193,3.5,2.4,1587,1977,61.4,92.4
Riyadh,"24.734621887405186, 46.6350854287202",1036,4.5,2.7,1392,2004,76.2,88.4
Riyadh,"24.734040202488284, 46.63853086862579",1039,4.8,2.3,911,1978,42.3,97.0
Riyadh,"24.73423161586235, 46.646504140309126",1007,3.7,1.7,1780,2004,44.2,93.4
Riyadh,"24.734188042894946, 46.65342271282621",1043,6.0,1.9,1356,1990,77.1,95.0
Riyadh,"24.731349772810272, 46.66172934937608",1054,3.8,1.8,1193,1990,41.8,91.5
Riyadh,"24.734081542656266, 46.66704381698981",512,4.5,1.8,2406,1991,66.4,93.1
Riyadh,"24.731681636899708, 46.673200836943266",972,5.0,2.1,2355,1989,73.3,95.1
Riyadh,"24.731517892413432, 46.68008231084842",1046,5.6,1.7,2254,1997,64.5,94.1
Riyadh,"24.733969270480046, 46.68591658986675",1358,4.1,2.9,1219,2010,75.3,92.3
Riyadh,"24.73364357267097, 46.69258190492706",860,5.8,1.9,1930,1985,75.6,97.8
Riyadh,"24.734901875671046, 46.69928352147939",908,3.9,1.6,2237,1995,40.4,94.8
Riyadh,"24.73210351589183, 46.70577326482134",374,3.6,2.9,2404,1996,63.8,89.0
Riyadh,"24.73260993249534, 46.71309779582434",1070,3.7,1.9,1479,1983,57.1,92.1
Riyadh,"24.731803936688284, 46.718597282891196",1269,4.8,2.7,1296,1971,65.2,92.2
Riyadh,"24.732427880876696, 46.72472769353663",808,4.6,1.9,1140,2010,40.7,91.8
Riyadh,"24.733825113184043, 46.73338957598117",358,3.7,2.5,2195,2001,43.5,85.9
Riyadh,"24.732159642851627, 46.73940127255169",1337,3.4,2.1,896,1998,71.1,91.9
Riyadh,"24.732607272980744, 46.74523289398183",465,4.4,2.2,1513,2003,65.8,91.5
Riyadh,"24.734150748117884, 46.752466404117364",1002,5.6,2.7,2330,1970,41.3,85.8
Riyadh,"24.732312633628784, 46.758284971484876",376,5.6,2.9,907,1996,56.7,85.1
Riyadh,"24.733786384867397, 46.766021622236785",1117,3.6,2.9,1007,1994,71.7,95.8
Riyadh,"24.7331079238867, 46.77185362934159",1442,4.4,1.5,2043,1972,42.2,89.0
Riyadh,"24.73321627564937, 46.78070198375137",803,3.4,2.1,1884,1987,68.2,89.5
Riyadh,"24.73175704100878, 46.78488186616955",932,4.0,2.5,1251,1971,59.1,93.8
Riyadh,"24.733039196314174, 46.79204926530633",601,4.9,2.8,1040,1971,42.5,88.0
Riyadh,"24.73371781878346, 46.80037102489559",969,5.3,1.5,2195,2006,78.1,96.3
Riyadh,"24.74134469761521, 46.60079746199983",1003,4.7,1.7,1514,1975,65.8,95.2
Riyadh,"24.740465261350742, 46.605916429271275",714,5.1,2.2,1011,1984,73.7,91.2
Riyadh,"24.74126976791615, 46.61418492807225",936,3.3,2.1,2304,1976,51.5,89.2
Riyadh,"24.740683481061737, 46.620133939715586",1454,4.5,2.5,1679,1998,79.0,88.5
Riyadh,"24.7418947275556, 46.62768963840895",462,4.3,2.6,1773,1979,78.5,86.3
Riyadh,"24.739862781452175, 46.63186051445483",959,4.1,3.0,1942,1995,61.4,95.0
Riyadh,"24.741251404070926, 46.641678756168446",828,5.0,2.9,1358,1971,43.4,88.8
Riyadh,"24.739873103621523, 46.64648900334966",1232,3.0,1.9,828,1974,79.1,93.3
Riyadh,"24.740737911899224, 46.65417419694165",1237,4.0,2.9,975,1977,65.0,94.1
Riyadh,"24.73986158625694, 46.658926776854614",768,3.4,2.8,1677,1994,53.2,85.5
Riyadh,"24.73889517781567, 46.668111051774886",1160,3.1,2.1,1923,1995,68.6,89.8
Riyadh,"24.740467768348996, 46.67498477977604",1474,3.9,1.8,1979,1983,45.5,89.7
Riyadh,"24.739568307673437, 46.68079845848433",1221,3.0,2.0,849,1998,54.3,95.8
Riyadh,"24.74066072247417, 46.68782178149206",963,5.0,1.9,1267,1992,40.5,92.6
Riyadh,"24.741529615560914, 46.69314646560413",949,4.7,1.7,1927,1976,44.6,89.3
Riyadh,"24.73812105652885, 46.699901337448146",927,5.6,2.4,2477,1998,57.0,97.9
Riyadh,"24.739405763282736, 46.70651163340148",1333,3.7,2.5,1614,1989,66.3,89.4
Riyadh,"24.73868320617921, 46.714405099392394",1409,5.7,1.8,1753,1995,53.4,88.9
Riyadh,"24.740417760925734, 46.71850957600796",1500,6.0,3.0,1103,1986,63.9,94.6
Riyadh,"24.73841172884124, 46.72793687823557",889,4.8,2.1,1239,1995,59.4,90.8
Riyadh,"24.74118703109345, 46.732636812246525",953,3.9,1.8,1729,1977,49.6,94.5
Riyadh,"24.74059780565116, 46.74116972375816",361,4.7,2.2,2117,2009,62.7,96.7
Riyadh,"24.740130982263715, 46.7462699325658",1293,6.0,2.0,1161,1991,57.1,91.9
Riyadh,"24.73965376762267, 46.753816832688756",1445,3.5,2.0,2488,2007,55.1,96.4
Riyadh,"24.74019179606912, 46.76189556692488",1253,4.7,2.6,877,1984,67.7,86.4
Riyadh,"24.73953526583511, 46.76602952329938",1194,4.7,1.7,2212,1979,79.1,91.5
Riyadh,"24.74125566281957, 46.773697214129506",743,3.8,2.3,1089,1985,49.9,89.9
Riyadh,"24.74113725590647, 46.779741414832095",1375,4.0,2.6,1289,1996,63.5,86.0
Riyadh,"24.741149307082363, 46.78684477418742",828,5.5,2.2,1698,1988,75.8,96.5
Riyadh,"24.738944617276584, 46.79398378236103",1417,4.6,2.1,1978,1982,43.9,89.3
Riyadh,"24.738311577610357, 46.8017234530363",900,4.4,1.6,1696,1988,43.4,97.0
