city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Riyadh,"24.74560763134852, 46.76747555419575",Arabic,29.6,Spanish,24.2,16.9,PhD,56.9
Riyadh,"24.746243739961344, 46.77260584257181",English,65.9,Arabic,19.3,13.0,Master,81.9
Riyadh,"24.746197825126032, 46.77952626018033",French,56.0,Mandarin,25.3,16.0,High School,23.2
Riyadh,"24.746847141818538, 46.78731661690791",Mandarin,56.7,English,17.3,15.2,Master,66.2
Riyadh,"24.74656615231849, 46.79208624068564",Mandarin,30.6,Arabic,30.6,12.7,Associate Degree,46.0
Riyadh,"24.74620504689743, 46.801697928171166",English,44.2,French,38.4,14.1,PhD,95.4
Riyadh,"24.754693184080242, 46.59861706916357",Mandarin,47.7,Spanish,16.2,16.7,PhD,50.7
Riyadh,"24.755323157505376, 46.60734693099436",French,39.6,English,19.5,12.8,Bachelor,42.1
Riyadh,"24.751870443125913, 46.611620317319485",French,40.3,English,26.7,17.2,PhD,91.9
Riyadh,"24.751396164530835, 46.62088535692945",English,46.1,French,25.4,14.5,PhD,90.2
Riyadh,"24.753280138681074, 46.6264136071297",Arabic,46.6,English,20.3,14.3,PhD,67.8
Riyadh,"24.755294203901364, 46.631671987110494",Mandarin,23.9,French,21.1,12.3,High School,49.8
Riyadh,"24.75390230493166, 46.63966342186511",French,84.6,Arabic,9.3,17.8,Associate Degree,56.4
Riyadh,"24.753157447950848, 46.6478223803648",Mandarin,47.5,Spanish,27.0,15.5,Master,76.9
Riyadh,"24.75375105138412, 46.65303615001708",Mandarin,68.4,Arabic,17.1,16.3,Bachelor,60.9
Riyadh,"24.752052522841723, 46.66003765965772",Mandarin,43.6,Arabic,32.7,17.8,High School,16.5
Riyadh,"24.753541533454857, 46.66646684973591",French,55.2,Mandarin,26.6,13.7,High School,25.9
Riyadh,"24.752754562255515, 46.6720764974681",French,72.9,Arabic,12.7,13.7,Master,90.8
Riyadh,"24.753751626362625, 46.680311754003114",Spanish,31.7,Arabic,28.4,12.7,Master,73.0
Riyadh,"24.75472054888003, 46.68561366653578",Arabic,59.0,English,19.5,16.7,Bachelor,73.7
Riyadh,"24.753340248553037, 46.692976684588",Mandarin,47.8,Spanish,21.4,12.7,Associate Degree,36.6
Riyadh,"24.75351799837479, 46.69946788010101",Mandarin,37.5,English,27.0,18.0,Associate Degree,55.8
Riyadh,"24.755246267131106, 46.70693926497747",Spanish,43.9,English,35.7,17.4,Master,80.8
Riyadh,"24.754152863503553, 46.71178599081179",English,49.0,French,42.5,13.4,Bachelor,78.4
Riyadh,"24.7532594649681, 46.72076198905945",Spanish,36.1,French,32.3,13.8,Master,87.6
Riyadh,"24.751901683252957, 46.727591839398734",French,38.4,Arabic,21.7,17.5,Bachelor,88.4
Riyadh,"24.755267649725855, 46.735268006843846",Arabic,46.8,Mandarin,33.8,16.3,Bachelor,67.5
Riyadh,"24.754448812602345, 46.73985974530925",Spanish,46.7,French,22.2,13.5,High School,49.1
Riyadh,"24.751646271741095, 46.74822632857988",Mandarin,49.8,English,27.8,12.8,Bachelor,84.2
Riyadh,"24.751687118736264, 46.753223139622726",Mandarin,51.0,Arabic,34.0,14.1,PhD,91.8
Riyadh,"24.754300077776026, 46.761841644187825",Arabic,43.8,French,26.2,16.0,PhD,84.3
Riyadh,"24.75164566100689, 46.76720141732313",French,34.0,Arabic,28.2,16.0,Associate Degree,56.1
Riyadh,"24.7545257262959, 46.772583332219114",Arabic,43.1,Spanish,27.7,12.1,PhD,63.8
Riyadh,"24.751544430421898, 46.77937418468401",French,40.3,Arabic,40.3,12.6,Bachelor,93.5
Riyadh,"24.754447441866322, 46.78654214190803",Mandarin,52.4,Spanish,20.1,13.9,High School,28.9
Riyadh,"24.753383985774896, 46.793210262901795",French,45.3,Spanish,30.4,15.5,Bachelor,70.4
Riyadh,"24.754268591523118, 46.79968406442859",Spanish,41.3,Mandarin,21.3,15.0,PhD,91.6
Riyadh,"24.76184232520991, 46.60119289288803",Arabic,62.5,Spanish,14.9,15.1,Bachelor,83.4
Riyadh,"24.759156833772884, 46.604807971627366",Mandarin,42.0,French,38.5,13.2,PhD,84.0
Riyadh,"24.76169145806425, 46.614331034450856",Spanish,31.5,Mandarin,31.4,16.6,Bachelor,67.8
Riyadh,"24.760907886856348, 46.62025482509317",French,61.9,Arabic,28.8,16.2,Associate Degree,19.1
Riyadh,"24.758245671052617, 46.626559308794484",French,60.5,Arabic,16.4,17.9,Associate Degree,44.9
Riyadh,"24.758676316963818, 46.6315398128725",English,51.9,Arabic,18.0,17.6,High School,35.6
Riyadh,"24.761961459317558, 46.64123558311872",English,38.6,Arabic,32.9,16.1,Associate Degree,39.3
Riyadh,"24.760497268021922, 46.64581392928416",Spanish,33.8,Mandarin,19.4,15.2,Bachelor,69.3
Riyadh,"24.75833004066726, 46.653355717770566",Spanish,36.0,Arabic,28.6,16.0,Master,75.8
Riyadh,"24.761405781024212, 46.659111395187736",Mandarin,35.2,English,24.7,15.8,Master,80.7
Riyadh,"24.758530155051226, 46.66579055439259",Spanish,35.1,French,34.0,12.4,Associate Degree,55.8
Riyadh,"24.76143143353632, 46.671390145373586",French,50.4,English,20.0,13.9,Master,69.7
Riyadh,"24.758446197617168, 46.67869845539064",French,33.4,Arabic,24.1,17.6,Master,76.6
Riyadh,"24.760367080501887, 46.68527120912053",Arabic,35.9,English,31.1,15.9,PhD,92.5
Riyadh,"24.759786612670716, 46.69456469609863",French,46.7,Mandarin,18.6,13.1,High School,18.0
Riyadh,"24.759045010351617, 46.700803099490294",Mandarin,37.5,French,36.5,16.9,Associate Degree,52.4
Riyadh,"24.759939674055005, 46.70786415469231",French,47.2,Mandarin,31.9,16.9,PhD,95.3
Riyadh,"24.761448057712112, 46.712704725314694",English,47.2,Arabic,22.8,16.1,Associate Degree,52.4
Riyadh,"24.758337605862838, 46.718580281007156",French,58.1,Mandarin,30.4,17.4,Master,97.3
Riyadh,"24.761735767418795, 46.72528326786074",Spanish,38.0,Arabic,22.8,16.0,Bachelor,65.8
Riyadh,"24.75998379310229, 46.73530767563223",Mandarin,38.3,Arabic,34.1,17.5,High School,38.5
Riyadh,"24.761081471156572, 46.738951789756435",Spanish,51.5,French,26.0,15.6,PhD,61.2
Riyadh,"24.759760740033567, 46.74721696533264",Mandarin,42.0,French,40.2,17.4,High School,58.2
Riyadh,"24.75884342698985, 46.75427077777709",English,52.1,Spanish,21.6,16.8,Master,85.6
Riyadh,"24.759380302877855, 46.76056904438926",Arabic,48.9,Spanish,20.1,12.5,Associate Degree,48.8
Riyadh,"24.761021935725797, 46.765130644124326",English,31.0,Arabic,27.2,15.5,PhD,46.5
Riyadh,"24.75867040158701, 46.772928312544316",Arabic,51.9,Mandarin,21.5,14.6,Associate Degree,42.1
Riyadh,"24.759205468519816, 46.78098460218156",Arabic,66.2,French,28.6,17.2,Associate Degree,53.4
Riyadh,"24.761009711412267, 46.78679674999615",Spanish,64.6,English,11.6,15.0,Bachelor,79.6
Riyadh,"24.759519203176605, 46.79415576455166",English,47.4,French,32.8,12.3,High School,56.3
Riyadh,"24.759898358323056, 46.79858059932382",Arabic,65.0,English,15.4,17.9,Bachelor,88.2
Riyadh,"24.768147777610064, 46.59804745216039",Arabic,29.7,Spanish,24.9,15.6,Master,60.0
Riyadh,"24.76837555677088, 46.60646194916116",Spanish,67.0,English,21.6,12.5,Associate Degree,37.6
Riyadh,"24.767380640287666, 46.615180384224566",French,40.2,Spanish,27.1,15.9,Master,85.4
Riyadh,"24.767398171910322, 46.618164070460125",French,43.8,Arabic,36.2,16.5,PhD,83.0
Riyadh,"24.76833751523091, 46.627216363271685",Mandarin,54.5,Spanish,19.5,12.3,Master,65.2
Riyadh,"24.768491401290223, 46.6330604768478",English,49.8,Arabic,20.6,14.2,PhD,67.7
Riyadh,"24.768338834732337, 46.64143342269279",Arabic,51.9,Spanish,29.9,13.3,Associate Degree,22.5
Riyadh,"24.766006536293137, 46.645735017929546",Mandarin,34.4,Spanish,29.6,16.9,Associate Degree,35.0
Riyadh,"24.7650597738203, 46.65395070645961",Mandarin,47.0,Arabic,31.4,17.4,PhD,69.9
Riyadh,"24.766231281721424, 46.661092604061224",English,35.8,Spanish,22.8,15.7,PhD,69.8
Riyadh,"24.767663030313702, 46.667603920489704",Arabic,38.3,Spanish,26.1,12.7,Bachelor,53.1
Riyadh,"24.767021563831086, 46.672113036071856",Arabic,51.8,English,31.7,17.6,Associate Degree,37.8
Riyadh,"24.76601629307899, 46.68076111331562",French,29.5,Arabic,25.6,13.1,PhD,67.1
Riyadh,"24.76538633327623, 46.686857116888284",Spanish,56.4,Mandarin,26.9,13.6,PhD,66.0
Riyadh,"24.767357874105624, 46.694660091332636",French,34.1,English,23.9,17.7,Master,74.5
Riyadh,"24.76471451231076, 46.69839079503791",Spanish,51.6,Arabic,18.5,16.5,PhD,72.2
Riyadh,"24.765082295805776, 46.70645043548002",French,37.8,Arabic,32.5,12.5,High School,48.7
Riyadh,"24.765544331969576, 46.7124665214097",Arabic,27.7,Mandarin,26.4,13.9,Bachelor,77.8
Riyadh,"24.76543898479245, 46.718094801891425",Arabic,38.3,Spanish,33.7,17.8,PhD,78.7
Riyadh,"24.765034431796973, 46.72842068853758",Mandarin,42.5,English,27.7,17.6,High School,37.4
Riyadh,"24.767293088740924, 46.73467516988169",Spanish,44.2,Mandarin,26.5,15.9,Bachelor,54.1
Riyadh,"24.768468622503658, 46.740552331540634",Arabic,71.9,Spanish,16.9,14.6,Master,52.5
Riyadh,"24.767498967089985, 46.74514657510577",French,60.3,Mandarin,17.7,13.5,Bachelor,56.5
Riyadh,"24.768092429963886, 46.75185296234615",French,48.6,Spanish,27.8,17.6,Bachelor,61.1
Riyadh,"24.76729224518231, 46.761599588860506",Spanish,63.6,French,25.3,17.9,Associate Degree,29.8
Riyadh,"24.766930941883817, 46.768535328701674",French,46.5,English,32.8,15.9,Associate Degree,26.1
Riyadh,"24.768250673188096, 46.774115947867955",English,47.6,Mandarin,32.8,16.0,Bachelor,83.6
Riyadh,"24.765680009622212, 46.77986782230915",Spanish,56.9,English,39.2,15.3,Bachelor,76.9
Riyadh,"24.768411394906312, 46.787221788698034",English,67.6,Spanish,15.6,12.3,High School,28.7
Riyadh,"24.768357448230045, 46.79243886758196",French,40.6,Spanish,27.1,12.7,Master,92.8
Riyadh,"24.76637460026221, 46.80161356597148",French,71.9,English,18.2,14.1,PhD,95.9
Riyadh,"24.77441285536995, 46.59929361651115",French,37.6,Arabic,33.9,12.9,High School,50.8
Riyadh,"24.77198119745992, 46.60496265490683",French,50.8,English,20.6,17.4,PhD,77.1
Riyadh,"24.77444175713447, 46.612864529343106",Mandarin,40.0,French,38.1,12.7,High School,61.0
Riyadh,"24.772663952280958, 46.61824023459132",Arabic,78.0,Spanish,9.5,17.1,Bachelor,70.1
Riyadh,"24.775155756130204, 46.625725326076484",French,47.0,Mandarin,26.1,16.2,Associate Degree,38.3
Riyadh,"24.773095632664443, 46.63330022047895",Spanish,44.9,French,38.2,16.6,Associate Degree,53.3
Riyadh,"24.775047678526263, 46.640441207539816",Spanish,48.9,Mandarin,18.5,15.7,High School,30.9
Riyadh,"24.77204710201359, 46.646634895844514",Spanish,34.5,French,32.0,14.0,High School,32.9
Riyadh,"24.77190882373474, 46.65440816262657",Mandarin,78.6,Arabic,12.0,13.5,Master,63.7
Riyadh,"24.772206879326124, 46.660573352667875",English,46.1,Spanish,26.9,16.3,PhD,77.1
Riyadh,"24.774983770224697, 46.66752826793767",Mandarin,40.0,Arabic,27.9,12.7,Bachelor,89.2
Riyadh,"24.771746481797145, 46.67162501134685",Spanish,37.1,English,27.0,12.9,Master,76.5
Riyadh,"24.773618711572713, 46.67900238540105",Arabic,49.1,French,17.2,16.3,High School,28.2
Riyadh,"24.773116861542626, 46.68825271623823",Mandarin,37.3,French,22.9,14.0,Associate Degree,44.5
Riyadh,"24.7719287504351, 46.69389467441045",Mandarin,27.8,English,26.9,15.5,PhD,95.0
Riyadh,"24.77506490822746, 46.700658423346",Spanish,41.3,English,38.3,12.7,Associate Degree,64.2
Riyadh,"24.772399079257795, 46.707466887464015",French,48.9,Arabic,15.5,13.2,Bachelor,78.3
Riyadh,"24.77495180350715, 46.713631894340224",French,50.1,Spanish,30.2,14.4,Associate Degree,34.5
Riyadh,"24.77339486534519, 46.721759644292916",Spanish,39.6,Mandarin,33.8,14.3,PhD,77.8
Riyadh,"24.773296051148915, 46.72641089733652",English,56.5,Arabic,27.3,13.8,Associate Degree,42.4
Riyadh,"24.77470952994807, 46.73445708148119",Mandarin,50.4,Spanish,31.5,12.7,Master,65.1
Riyadh,"24.7744748601537, 46.74016051486807",English,59.6,Arabic,20.4,13.3,PhD,53.3
Riyadh,"24.77134656277451, 46.748483288050366",Arabic,56.2,French,34.9,13.3,Associate Degree,42.0
Riyadh,"24.774605239970878, 46.75326159869992",Spanish,65.1,Arabic,12.0,14.7,Master,70.3
Riyadh,"24.773602308875383, 46.76174016875003",English,53.0,Spanish,25.0,13.6,High School,41.2
Riyadh,"24.772769006639724, 46.767394009609106",French,45.1,Mandarin,31.3,17.9,Bachelor,82.4
Riyadh,"24.772935792527253, 46.77386242343973",English,32.1,Arabic,32.0,16.5,Associate Degree,56.3
Riyadh,"24.77516862888079, 46.778362667899295",French,34.4,Arabic,29.5,16.2,Bachelor,67.3
Riyadh,"24.773471838519573, 46.788510368754665",Spanish,52.1,French,26.6,15.4,Associate Degree,48.5
Riyadh,"24.77165516047203, 46.793171890748354",Mandarin,42.3,Arabic,26.2,12.3,Bachelor,94.8
Riyadh,"24.774399365692037, 46.80059117028722",Spanish,38.6,Arabic,30.8,12.7,PhD,63.6
Riyadh,"24.77870647321804, 46.59815732473038",Arabic,64.3,Mandarin,16.3,12.6,PhD,80.1
Riyadh,"24.77953665470066, 46.60543067931033",Mandarin,58.1,Spanish,28.8,17.4,Master,71.1
Riyadh,"24.78078352911443, 46.61491917612474",English,33.6,Spanish,25.4,13.5,Master,54.6
Riyadh,"24.780522468229798, 46.619437044486006",Arabic,31.5,English,31.1,13.0,Master,71.8
Riyadh,"24.77833944993869, 46.627197831743096",French,67.9,Mandarin,15.9,13.6,Associate Degree,39.0
Riyadh,"24.780941296732113, 46.6318931051404",French,50.1,English,16.6,13.6,Associate Degree,42.1
Riyadh,"24.77877237087564, 46.640878956138984",Spanish,46.2,Arabic,27.0,13.0,PhD,78.5
Riyadh,"24.780371781713917, 46.64662359686858",English,50.0,French,19.2,14.1,High School,32.6
Riyadh,"24.77825197052338, 46.65349554152221",Mandarin,32.3,English,22.8,13.6,Associate Degree,66.3
Riyadh,"24.77923092351853, 46.66013576018705",Spanish,62.2,French,16.8,17.5,Bachelor,80.9
Riyadh,"24.78133700116908, 46.666463895776864",English,36.8,Arabic,27.7,16.9,Bachelor,75.5
Riyadh,"24.78198333451201, 46.671481504053055",English,48.9,French,23.2,13.9,Master,76.0
Riyadh,"24.77822421781235, 46.681151114127665",Arabic,29.6,English,28.7,16.0,Bachelor,88.3
Riyadh,"24.778171258133813, 46.68513941510156",Mandarin,39.1,English,22.9,15.6,Associate Degree,43.0
Riyadh,"24.781228414823232, 46.69400259900659",French,43.6,Mandarin,38.4,15.9,High School,58.4
Riyadh,"24.779833481459026, 46.70071231129379",Arabic,33.2,French,29.6,12.7,PhD,79.9
Riyadh,"24.78149702157189, 46.70526248118503",Spanish,55.1,French,35.0,15.5,PhD,76.1
Riyadh,"24.780317382849248, 46.71503259658034",Mandarin,39.7,Arabic,27.7,15.0,High School,40.0
Riyadh,"24.778147510669694, 46.71856636188891",Spanish,37.2,Arabic,20.6,16.0,Master,82.5
Riyadh,"24.780615326107117, 46.7265515452099",Spanish,37.5,French,24.9,17.2,PhD,53.3
Riyadh,"24.781672076303316, 46.731516540107414",English,48.9,Mandarin,25.0,12.4,Bachelor,61.6
Riyadh,"24.780805187244678, 46.738522150934166",English,57.5,Mandarin,20.1,14.7,Bachelor,69.9
Riyadh,"24.778688996035836, 46.74486649865621",French,31.3,Spanish,27.1,12.7,High School,39.3
Riyadh,"24.779229349339627, 46.75450812175166",Spanish,33.9,Arabic,28.6,13.7,High School,51.0
Riyadh,"24.77982473837171, 46.75868275755153",Spanish,43.8,Mandarin,37.9,13.4,High School,53.1
Riyadh,"24.78036416995716, 46.76793786737772",English,41.7,Arabic,27.4,15.5,Associate Degree,37.0
Riyadh,"24.778425324801034, 46.77332190731948",Mandarin,44.2,Spanish,19.4,17.4,High School,60.9
Riyadh,"24.78119670088934, 46.77888229009697",English,34.0,French,32.2,12.2,Associate Degree,37.5
Riyadh,"24.78121781412371, 46.786371512522415",Spanish,58.4,Mandarin,25.1,15.8,Bachelor,86.6
Riyadh,"24.781246084118962, 46.7952621043445",French,47.0,Spanish,26.1,13.3,Associate Degree,32.6
Riyadh,"24.780713591349187, 46.79929693976404",English,40.4,Arabic,35.8,14.2,Associate Degree,44.5
Riyadh,"24.788570079744385, 46.60030386804181",Spanish,49.5,English,30.1,16.3,Associate Degree,21.7
Riyadh,"24.785215984274597, 46.60801237503583",Mandarin,30.8,Arabic,28.1,15.2,PhD,69.2
Riyadh,"24.787839073346454, 46.614390244862804",Mandarin,50.6,French,24.6,15.6,PhD,86.4
Riyadh,"24.787039007678832, 46.61934201491068",Spanish,50.1,French,18.9,12.2,Bachelor,66.6
Riyadh,"24.785149648624877, 46.62523161387714",French,42.5,English,31.9,18.0,High School,48.9
Riyadh,"24.786327283963605, 46.63411851647605",Mandarin,41.5,English,20.5,15.7,Bachelor,74.7
Riyadh,"24.786880297586276, 46.63975464484822",Arabic,44.8,Mandarin,28.5,12.3,Associate Degree,43.2
Riyadh,"24.78836936878906, 46.64482946224412",Spanish,39.3,English,23.9,12.3,Associate Degree,40.3
Riyadh,"24.78506653806938, 46.654722800174326",French,43.7,Arabic,27.5,17.3,Master,56.4
Riyadh,"24.787116432687924, 46.66111064655058",Mandarin,50.0,English,22.0,12.2,Bachelor,84.9
Riyadh,"24.78472918797174, 46.66661453656596",Arabic,31.4,Spanish,27.6,12.0,Master,82.0
Riyadh,"24.784692064980884, 46.672050984757924",Spanish,34.5,Mandarin,28.6,15.5,PhD,85.6
Riyadh,"24.785023231626752, 46.680607023167425",Mandarin,37.1,English,36.3,14.4,Associate Degree,21.4
Riyadh,"24.78821432723454, 46.68633155563554",Arabic,67.1,English,14.6,15.2,Associate Degree,43.4
Riyadh,"24.78789631387966, 46.694423584167446",Spanish,30.0,English,29.9,15.6,Associate Degree,35.7
Riyadh,"24.787436099990018, 46.69882464087436",Mandarin,38.1,Spanish,26.0,16.2,Master,62.7
Riyadh,"24.787225969481597, 46.70675901412319",Mandarin,52.4,French,24.0,13.1,Associate Degree,56.1
Riyadh,"24.78631479196467, 46.715085691775116",French,41.8,English,25.2,17.8,Associate Degree,9.6
Riyadh,"24.787108818621192, 46.71815048484791",Spanish,36.5,English,34.8,17.4,Master,61.1
Riyadh,"24.785386668534596, 46.72666621720628",French,76.5,English,9.1,12.5,PhD,53.3
Riyadh,"24.78846785892312, 46.73384209994951",Spanish,46.7,English,26.9,14.8,High School,57.6
Riyadh,"24.787796998787957, 46.73939141426738",Spanish,40.9,Arabic,26.1,17.8,Master,72.3
Riyadh,"24.784684946831796, 46.74560922269598",English,37.9,French,25.4,13.0,Master,58.3
Riyadh,"24.785136697957515, 46.753454129417044",Spanish,74.4,French,8.3,16.8,Bachelor,84.1
Riyadh,"24.785049402086507, 46.75944760521837",Mandarin,53.2,English,19.6,13.7,Associate Degree,49.6
Riyadh,"24.78771117962361, 46.76682555797222",Spanish,39.9,Mandarin,20.3,16.6,Master,85.2
Riyadh,"24.7855437712013, 46.77441465846578",Mandarin,37.7,English,34.1,17.0,Master,96.3
Riyadh,"24.787303975300237, 46.7791057063357",Spanish,53.0,French,37.0,13.4,Bachelor,67.4
Riyadh,"24.785441542638722, 46.78785311855323",French,42.2,English,41.6,12.3,Bachelor,69.2
Riyadh,"24.78740764168433, 46.79520762868458",French,75.4,Mandarin,11.4,14.1,Associate Degree,52.4
Riyadh,"24.786564318026034, 46.79870529526948",Spanish,50.4,English,23.5,14.0,Associate Degree,7.6
Riyadh,"24.79401390387384, 46.59817246240539",Arabic,37.2,Spanish,35.8,16.9,Master,46.8
Riyadh,"24.79391277667972, 46.60580692474672",Arabic,43.0,French,24.0,15.4,Master,61.9
Riyadh,"24.79307201990241, 46.612670511850226",Mandarin,43.1,English,21.8,15.9,Bachelor,90.5
Riyadh,"24.794553948031567, 46.62103363208333",Mandarin,62.7,Arabic,25.2,14.6,High School,30.9
Riyadh,"24.791506603263947, 46.627628334205916",English,79.6,French,10.6,12.1,Bachelor,77.8
Riyadh,"24.795032778716205, 46.6320368837662",French,51.2,Mandarin,32.8,12.7,Associate Degree,48.7
Riyadh,"24.79447530140566, 46.6399402455841",French,38.2,Mandarin,34.1,14.3,Associate Degree,61.2
Riyadh,"24.79179759367518, 46.64824698336627",Spanish,33.1,Arabic,28.9,12.7,High School,45.3
Riyadh,"24.79421894565557, 46.6537041599824",French,28.5,Spanish,27.7,15.5,Master,57.5
Riyadh,"24.792637222590617, 46.658795005582185",Mandarin,33.2,English,33.0,14.6,High School,31.7
Riyadh,"24.794040743516835, 46.66596940650235",Mandarin,37.7,English,24.6,14.3,Bachelor,59.0
Riyadh,"24.79444923444917, 46.67263786223216",Mandarin,44.4,English,36.7,12.6,Bachelor,75.5
Riyadh,"24.791725589868538, 46.68095099146404",English,42.8,Arabic,36.3,16.8,Master,61.7
Riyadh,"24.794812878545123, 46.686168796218176",Spanish,49.8,Mandarin,20.3,18.0,Master,74.8
Riyadh,"24.792215984366543, 46.69321729437267",Arabic,42.8,Mandarin,26.7,15.6,Associate Degree,16.9
Riyadh,"24.79327096419695, 46.70156195537555",French,58.3,English,19.2,17.0,High School,48.3
Riyadh,"24.79191309842118, 46.708378215132434",Mandarin,24.9,Spanish,23.1,12.2,Associate Degree,63.1
Riyadh,"24.793153296823643, 46.712882654548885",Arabic,47.8,Spanish,32.3,14.3,Bachelor,78.5
Riyadh,"24.791878951791656, 46.72087928486449",French,74.5,Spanish,12.3,13.3,Master,96.8
Riyadh,"24.79386141780094, 46.72856889023194",English,31.1,Arabic,21.6,15.0,Bachelor,57.8
Riyadh,"24.79214217689641, 46.73184218039211",French,51.6,Arabic,25.5,15.5,Associate Degree,36.8
Riyadh,"24.79410217545138, 46.73823860687853",Arabic,40.7,Mandarin,24.1,14.1,High School,40.0
Riyadh,"24.791879339330727, 46.748073272132835",Spanish,53.9,Mandarin,20.8,14.1,High School,22.9
Riyadh,"24.793167649033215, 46.7520181386002",Mandarin,34.5,English,21.4,15.2,Master,73.7
Riyadh,"24.79270763736625, 46.761545635887835",French,37.4,Mandarin,25.9,15.6,High School,29.9
Riyadh,"24.79374787726472, 46.76782485452675",Mandarin,66.4,Arabic,15.7,12.5,Master,94.2
Riyadh,"24.793885330188854, 46.77377944569505",Spanish,27.2,English,24.9,14.2,Master,90.7
Riyadh,"24.792013075269605, 46.78188054336765",English,62.2,Mandarin,27.0,17.1,PhD,59.7
Riyadh,"24.79475334942032, 46.78501256399586",Arabic,55.3,French,23.8,14.6,High School,47.3
Riyadh,"24.794761228388204, 46.79329018692758",Spanish,52.7,English,23.7,16.4,Associate Degree,22.7
Riyadh,"24.795315990682933, 46.80036632348518",French,62.3,Arabic,14.2,14.0,Associate Degree,55.6
Riyadh,"24.80134795610496, 46.59911668351336",English,35.8,French,29.5,17.3,High School,47.4
Riyadh,"24.80092007101858, 46.607611382103144",French,54.1,Spanish,20.0,17.8,Master,66.3
Riyadh,"24.798986616708273, 46.61264251712266",French,70.5,Arabic,11.1,13.5,Bachelor,70.3
Riyadh,"24.800317868120146, 46.62156729051255",Arabic,46.3,Mandarin,22.8,14.8,PhD,83.2
Riyadh,"24.80036708652813, 46.62526254547379",English,37.9,Spanish,31.3,15.1,High School,44.4
Riyadh,"24.800294803139515, 46.631353643658294",English,36.3,French,26.7,16.8,Master,58.8
Riyadh,"24.801920736165172, 46.63816023471926",French,43.4,Spanish,33.6,16.6,Bachelor,73.1
Riyadh,"24.79988261052172, 46.64774109223001",Arabic,31.0,Spanish,30.2,14.5,PhD,64.1
Riyadh,"24.798134482217602, 46.6534578202385",Mandarin,52.6,Arabic,29.0,15.3,High School,43.8
Riyadh,"24.799917077356866, 46.661192070057886",Spanish,43.0,English,31.0,16.4,Master,60.2
Riyadh,"24.801285165283026, 46.66647643213953",French,31.5,Mandarin,31.0,12.0,PhD,92.6
Riyadh,"24.798962045970057, 46.67356728119909",Arabic,41.5,English,25.4,15.8,High School,65.7
Riyadh,"24.79804969196597, 46.6809271451356",English,30.4,French,27.4,16.8,Bachelor,86.3
Riyadh,"24.801799735582414, 46.685197514673824",Mandarin,39.6,Spanish,18.8,16.4,Master,45.8
Riyadh,"24.799183161712858, 46.69392389412718",Arabic,33.2,French,29.4,17.2,Master,77.3
Riyadh,"24.79836291801977, 46.69991913180557",Mandarin,66.6,French,22.6,18.0,PhD,81.5
Riyadh,"24.799219346408897, 46.707479884618294",Mandarin,27.6,Spanish,26.2,16.2,Master,89.1
Riyadh,"24.801431688444925, 46.71432248011977",Mandarin,38.9,Spanish,23.7,16.0,Master,83.3
Riyadh,"24.798097653894914, 46.719819363190645",French,74.3,Arabic,12.8,13.1,Master,61.4
Riyadh,"24.801087340031227, 46.728163462818756",Arabic,35.4,French,27.3,12.5,Master,95.5
Riyadh,"24.79962144148901, 46.73449276818449",Spanish,49.5,Mandarin,19.3,14.8,Associate Degree,50.8
Riyadh,"24.799481681842412, 46.73985718314957",Arabic,64.2,Mandarin,18.4,15.8,Master,72.4
Riyadh,"24.800533609211485, 46.748108197270646",Spanish,48.8,French,21.1,13.3,Bachelor,88.5
Riyadh,"24.798282794367818, 46.754907071094436",French,75.5,Arabic,10.4,14.9,High School,50.4
Riyadh,"24.79933162455353, 46.75813085670163",French,38.1,Arabic,25.8,16.7,PhD,86.2
Riyadh,"24.799703609012155, 46.765745824188926",Arabic,74.4,French,9.9,12.7,PhD,48.8
Riyadh,"24.801784381974116, 46.77350307375914",English,34.8,Arabic,25.9,16.4,Associate Degree,58.6
Riyadh,"24.80117791501305, 46.781150767376566",English,24.6,Spanish,23.0,12.8,Master,82.1
Riyadh,"24.798323836166276, 46.78819005565848",Mandarin,37.7,French,24.4,17.8,PhD,67.2
Riyadh,"24.80094304314054, 46.79155258003417",Mandarin,36.6,Spanish,34.7,13.0,High School,46.7
Riyadh,"24.801781288919152, 46.80069861186635",English,54.3,Spanish,19.1,14.0,Master,72.4
Toronto,"43.60155191162382, -79.4515561338251",Arabic,37.8,Mandarin,27.4,15.2,Master,97.1
Toronto,"43.599462363435784, -79.44619013286508",Spanish,39.4,Mandarin,25.3,12.7,Bachelor,65.3
Toronto,"43.59946228457589, -79.44463226372059",Arabic,33.6,Spanish,20.0,15.9,High School,55.9
Toronto,"43.600235161832124, -79.44173197634336",Mandarin,41.4,Spanish,20.2,16.3,Associate Degree,47.6
Toronto,"43.60083734854381, -79.43784781629428",Arabic,38.8,Mandarin,23.8,15.7,Master,59.9
Toronto,"43.601925006489004, -79.4343788025119",French,28.9,Spanish,25.4,12.7,Bachelor,95.5
Toronto,"43.598454230715305, -79.43008602613995",English,29.7,Mandarin,24.4,16.4,Associate Degree,44.5
Toronto,"43.60175659172989, -79.42634618912524",English,33.2,Mandarin,30.2,14.8,Bachelor,79.2
Toronto,"43.60183641492435, -79.42449415743093",Spanish,56.4,Arabic,14.9,12.6,Associate Degree,30.9
Toronto,"43.60098006685856, -79.4210982510948",Spanish,30.2,Mandarin,26.2,14.2,PhD,71.5
