city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Riyadh,"24.655021686916314, 46.655121163380805",1579,830,749,44.3,31.2,38.1,4.4
Riyadh,"24.653241601615143, 46.6580365303983",1774,911,863,41.1,38.3,39.7,2.6
Riyadh,"24.653055074586412, 46.66583835711867",1833,884,949,29.8,33.3,31.6,2.6
Riyadh,"24.65225819490741, 46.671362205273354",2317,1129,1188,36.5,36.9,36.7,3.1
Riyadh,"24.652827908839445, 46.679646943476264",4647,2418,2229,42.3,33.6,38.1,2.8
Riyadh,"24.653575550767894, 46.686245674985145",1219,560,659,36.0,30.3,32.9,3.8
Riyadh,"24.651986411314656, 46.69428180474975",1065,565,500,39.1,35.8,37.6,2.7
Riyadh,"24.65289222641275, 46.699513432241105",3076,1431,1645,27.8,29.4,28.7,3.4
Riyadh,"24.65238525443512, 46.70635562419768",4778,2516,2262,44.4,28.0,36.6,4.3
Riyadh,"24.65229158059309, 46.71439148650964",1576,714,862,31.9,42.7,37.8,3.5
Riyadh,"24.654973150947093, 46.72123029976171",3821,1843,1978,27.7,29.5,28.7,4.3
Riyadh,"24.65407189449485, 46.72580537408536",3609,1974,1635,33.2,28.2,31.0,4.4
Riyadh,"24.65430504090186, 46.73456856792973",2410,1324,1086,25.3,30.9,27.8,2.8
Riyadh,"24.65298494883939, 46.741413928093564",1387,761,626,36.2,27.8,32.4,3.9
Riyadh,"24.652062962049346, 46.745825047863825",1439,726,713,38.7,43.8,41.2,3.8
Riyadh,"24.65388090417153, 46.75380425098894",4220,2165,2055,31.5,36.3,33.9,3.1
Riyadh,"24.652421869855143, 46.7604910151211",4548,2452,2096,27.3,25.6,26.5,3.4
Riyadh,"24.652084491103512, 46.76474424825565",1708,806,902,30.3,33.2,31.8,2.6
Riyadh,"24.651531861622228, 46.77347321634557",1523,770,753,35.4,34.2,34.8,2.6
Riyadh,"24.652077083725903, 46.77840909395463",3963,2131,1832,43.1,29.0,36.6,4.3
Riyadh,"24.652410113864892, 46.787527450435505",3325,1740,1585,43.5,33.5,38.8,3.2
Riyadh,"24.654241761615125, 46.792264575325156",1512,684,828,43.1,43.9,43.5,3.9
Riyadh,"24.651936068108125, 46.79997431821278",1047,523,524,33.6,40.0,36.8,2.9
Riyadh,"24.659367651415476, 46.59924630674082",4337,2286,2051,39.6,44.5,41.9,3.0
Riyadh,"24.661197849407746, 46.60865852045133",2563,1339,1224,44.4,31.1,38.1,2.9
Riyadh,"24.659854737868812, 46.614499032190395",1591,871,720,33.4,29.4,31.6,3.8
Riyadh,"24.659320994588143, 46.62137418519708",2568,1367,1201,25.5,37.4,31.1,3.2
Riyadh,"24.66180657616693, 46.62489082004427",1028,500,528,39.4,41.0,40.2,4.5
Riyadh,"24.66110261164285, 46.63161887211233",4948,2588,2360,34.8,28.0,31.6,3.0
Riyadh,"24.659880587106397, 46.638768769171705",3286,1794,1492,26.7,45.0,35.0,3.6
Riyadh,"24.66136615715176, 46.64793566956266",1668,907,761,40.1,40.0,40.1,2.8
Riyadh,"24.661313008189577, 46.65182117955808",2879,1487,1392,28.7,34.1,31.3,2.5
Riyadh,"24.661072582683406, 46.65899584944203",2605,1392,1213,39.1,32.7,36.1,3.2
Riyadh,"24.66108490133211, 46.666438510435235",3862,2040,1822,44.1,42.1,43.1,3.1
Riyadh,"24.660950476050214, 46.67146737449961",1313,716,597,37.4,33.8,35.8,4.5
Riyadh,"24.65984333854125, 46.68108398387116",4491,2266,2225,35.2,41.9,38.5,4.1
Riyadh,"24.66008455648023, 46.68859513007229",2201,1094,1107,41.6,38.2,39.9,3.7
Riyadh,"24.659891302179965, 46.694059102613565",3617,1702,1915,25.3,33.3,29.5,4.4
Riyadh,"24.659248437462338, 46.699292252753935",4302,2155,2147,35.0,34.7,34.8,3.1
Riyadh,"24.660516657016522, 46.70483541032904",1596,738,858,31.3,30.4,30.8,2.9
Riyadh,"24.66174968369453, 46.713417038345",1219,586,633,33.4,39.8,36.7,3.3
Riyadh,"24.65901325096134, 46.72055408004817",1624,884,740,28.0,31.7,29.7,3.8
Riyadh,"24.658794894527208, 46.728216744970844",4454,2116,2338,39.8,32.1,35.8,3.2
Riyadh,"24.661454630663, 46.73220448632956",3354,1772,1582,25.3,33.0,29.0,3.9
Riyadh,"24.658451713837266, 46.740531635863604",4281,2047,2234,41.4,40.3,40.8,2.7
Riyadh,"24.659298053950522, 46.745336108092296",3909,1998,1911,40.5,35.9,38.3,2.7
Riyadh,"24.659104400175355, 46.751811931701376",1601,794,807,25.1,38.4,31.8,3.0
Riyadh,"24.66115657512078, 46.75803571942355",1923,930,993,36.7,30.8,33.6,4.2
Riyadh,"24.658167973476086, 46.76780056762767",3059,1623,1436,39.5,35.6,37.6,3.1
Riyadh,"24.659901082715045, 46.77371818246906",4282,2106,2176,25.5,33.1,29.3,3.0
Riyadh,"24.659485594653212, 46.778357919611",4170,1884,2286,41.9,41.3,41.6,4.5
Riyadh,"24.65863079382479, 46.78503227287588",1744,800,944,41.3,32.4,36.5,2.9
Riyadh,"24.660474579433753, 46.7950567284714",4070,1945,2125,41.0,28.7,34.6,4.2
Riyadh,"24.661987892411933, 46.800500529320836",1485,773,712,26.0,37.2,31.4,4.4
Riyadh,"24.664905767193105, 46.600578299586594",2736,1232,1504,43.9,34.9,39.0,2.7
Riyadh,"24.66747197922676, 46.60783253164413",3990,2051,1939,35.1,26.1,30.7,2.6
Riyadh,"24.665169976497328, 46.61226403185676",1668,761,907,39.0,27.1,32.5,3.4
Riyadh,"24.668593369510525, 46.62115424730315",4391,2235,2156,37.1,44.2,40.6,2.7
Riyadh,"24.667693456759473, 46.62788876817301",4307,2057,2250,43.8,29.2,36.2,4.3
Riyadh,"24.666421542259055, 46.63210519452954",2944,1564,1380,29.8,40.0,34.6,3.5
Riyadh,"24.667423666587805, 46.639432669989006",1405,715,690,34.3,38.0,36.2,3.3
Riyadh,"24.665205595361712, 46.64826131884375",4197,2203,1994,42.7,40.2,41.5,4.3
Riyadh,"24.66660787519932, 46.65308333335",1637,861,776,43.8,38.7,41.4,3.7
Riyadh,"24.665845525052433, 46.66078815109998",4077,2238,1839,39.4,30.2,35.3,3.7
Riyadh,"24.665425770011545, 46.66541317358246",2166,1157,1009,37.7,41.4,39.4,3.2
Riyadh,"24.66605732538274, 46.674262942973826",2493,1351,1142,37.6,26.5,32.5,4.4
Riyadh,"24.6657679645181, 46.681325398373566",2395,1131,1264,35.6,39.1,37.5,2.5
Riyadh,"24.66832456267458, 46.68688474790733",4779,2230,2549,35.6,42.3,39.2,3.4
Riyadh,"24.664942173000114, 46.69195343524564",4050,1823,2227,27.8,34.4,31.4,4.0
Riyadh,"24.66584935731151, 46.69905339707559",3928,1856,2072,27.2,33.3,30.4,3.4
Riyadh,"24.666135117494687, 46.70466954598156",3263,1693,1570,27.2,37.3,32.1,4.5
Riyadh,"24.667218770916442, 46.712849507612",1633,756,877,29.1,36.9,33.3,4.0
Riyadh,"24.665408803827056, 46.718074879426354",3595,1972,1623,30.0,34.8,32.2,2.7
Riyadh,"24.668093983820004, 46.727770732937856",1810,902,908,41.8,25.8,33.8,4.3
Riyadh,"24.66562181289953, 46.73421734758407",3292,1765,1527,43.0,25.1,34.7,4.1
Riyadh,"24.667299824336187, 46.740155826086365",3240,1462,1778,39.5,36.0,37.5,4.1
Riyadh,"24.666216630027392, 46.74676294574191",2906,1559,1347,35.0,25.3,30.5,3.8
Riyadh,"24.666656863304947, 46.75353920456233",3740,2007,1733,28.9,40.4,34.2,2.9
Riyadh,"24.66711882363607, 46.75929040015965",2618,1430,1188,28.2,41.5,34.3,3.3
Riyadh,"24.66723028238581, 46.76510852320283",1155,610,545,32.7,38.4,35.4,3.3
Riyadh,"24.66675946882344, 46.77160005270572",2443,1306,1137,30.2,38.3,34.0,2.5
Riyadh,"24.66800744009826, 46.77851909706529",4280,2115,2165,38.7,26.3,32.4,3.7
Riyadh,"24.66816063777699, 46.785474982781416",1484,704,780,42.0,43.3,42.7,3.2
Riyadh,"24.666608147815616, 46.79172834767992",4066,2211,1855,43.9,26.8,36.1,2.6
Riyadh,"24.666950715392087, 46.801345198106425",1472,785,687,42.9,41.5,42.2,3.3
Riyadh,"24.673965018366477, 46.60010328545046",1018,506,512,25.2,29.0,27.1,2.6
Riyadh,"24.674138589419634, 46.60569042078801",4854,2647,2207,38.0,40.3,39.0,4.3
Riyadh,"24.67279874941371, 46.61375714783026",1641,784,857,29.2,40.0,34.8,2.7
Riyadh,"24.671616829177136, 46.62172084414724",3204,1719,1485,36.6,30.8,33.9,4.2
Riyadh,"24.67216828570731, 46.626632288672376",3061,1397,1664,25.5,31.0,28.5,2.7
Riyadh,"24.67489240263399, 46.631653160546264",2741,1398,1343,41.2,41.3,41.2,3.1
Riyadh,"24.67453741312938, 46.63824280075315",1936,880,1056,27.0,43.2,35.9,3.3
Riyadh,"24.673565412891215, 46.648419642097465",3947,1920,2027,41.2,36.0,38.5,3.3
Riyadh,"24.672997146144173, 46.65280960793677",2191,1074,1117,40.9,29.6,35.1,4.2
Riyadh,"24.674167068473253, 46.661294571865106",3516,1885,1631,29.7,36.0,32.6,2.7
Riyadh,"24.672396595871323, 46.664829279275764",2334,1054,1280,27.4,40.2,34.4,4.3
Riyadh,"24.671614885851778, 46.6725489515288",2722,1295,1427,44.9,34.8,39.6,4.1
Riyadh,"24.675111747261365, 46.681842346981746",3397,1796,1601,42.1,27.4,35.2,3.4
Riyadh,"24.671721810333967, 46.687567354397906",3260,1576,1684,39.9,43.3,41.6,2.7
Riyadh,"24.673459977538947, 46.69209117498576",3236,1705,1531,43.1,43.2,43.1,3.2
Riyadh,"24.673438101420512, 46.69899505211622",1403,650,753,36.8,40.3,38.7,3.5
Riyadh,"24.673834633547493, 46.70538225823318",1403,679,724,30.2,32.5,31.4,4.4
Riyadh,"24.674330110765244, 46.71299407173433",1186,624,562,41.2,34.2,37.9,3.0
Riyadh,"24.671755390060934, 46.72055449719955",2570,1161,1409,30.9,30.9,30.9,4.0
Riyadh,"24.67276518679682, 46.72650154903638",4451,2443,2008,40.4,33.5,37.3,3.4
Riyadh,"24.67399430275243, 46.73486462941083",1578,715,863,26.3,27.0,26.7,3.4
Riyadh,"24.67200057060895, 46.7387215861544",1250,665,585,34.3,32.2,33.3,4.1
Riyadh,"24.672939562027796, 46.74601671814891",4091,2107,1984,35.6,37.8,36.7,3.0
Riyadh,"24.67196603915693, 46.75532706762154",3722,1943,1779,29.3,34.7,31.9,3.1
Riyadh,"24.67310538201333, 46.75940929630108",1934,972,962,40.5,42.8,41.6,3.1
Riyadh,"24.672593953317904, 46.76863251862914",1298,693,605,35.1,31.5,33.4,3.4
Riyadh,"24.672631949767815, 46.77282021138308",1741,850,891,28.2,28.5,28.4,3.0
Riyadh,"24.674390070804954, 46.77972235229093",4079,1996,2083,35.6,44.6,40.2,4.3
Riyadh,"24.674236804067796, 46.78710032014769",1761,890,871,41.7,44.9,43.3,3.4
Riyadh,"24.673585912144553, 46.79218904587751",2755,1308,1447,25.2,38.1,32.0,3.3
Riyadh,"24.674396166211874, 46.80170458769037",1847,857,990,43.9,42.2,43.0,3.9
Riyadh,"24.679016356508733, 46.60184660710253",4862,2352,2510,39.5,44.3,42.0,3.3
Riyadh,"24.679789999155993, 46.606255028913424",2710,1406,1304,32.2,27.5,29.9,4.3
Riyadh,"24.680905253113348, 46.61526515921805",2766,1444,1322,41.7,37.1,39.5,3.3
Riyadh,"24.680383051306496, 46.620070437435366",3751,1948,1803,40.9,35.3,38.3,4.4
Riyadh,"24.681973648038216, 46.62587403328239",2611,1329,1282,29.7,26.2,27.9,3.2
Riyadh,"24.679201335846912, 46.632220880147266",2517,1328,1189,30.2,31.9,31.0,2.6
Riyadh,"24.681422881702034, 46.638086805485834",3149,1714,1435,37.1,27.9,32.9,2.9
Riyadh,"24.681287759689788, 46.647425543402306",2712,1421,1291,44.1,31.5,38.1,4.2
Riyadh,"24.679103828546975, 46.653547985946474",2757,1502,1255,40.5,31.3,36.3,3.9
Riyadh,"24.680225292342026, 46.661703689800845",4022,1939,2083,34.0,39.7,37.0,3.5
Riyadh,"24.678618859144876, 46.664817611867",4611,2288,2323,39.2,31.9,35.5,2.8
Riyadh,"24.679422623013142, 46.67188696610724",4483,2051,2432,39.1,25.6,31.7,4.2
Riyadh,"24.679468331572103, 46.68032862282544",3158,1503,1655,41.9,34.5,38.0,4.2
Riyadh,"24.678931976594217, 46.687910963613795",4070,2172,1898,34.1,29.1,31.8,2.6
Riyadh,"24.67836762048514, 46.69293252632725",1721,804,917,37.9,34.6,36.2,2.7
Riyadh,"24.68167152721338, 46.700937063815516",1307,697,610,41.6,38.0,39.9,3.5
Riyadh,"24.680894322106976, 46.70783828344392",3485,1610,1875,34.8,33.5,34.1,2.6
Riyadh,"24.678691609963426, 46.714636154310874",2206,1027,1179,42.7,32.4,37.2,3.1
Riyadh,"24.6807583804042, 46.7203049298471",4428,2237,2191,36.5,29.7,33.1,3.2
Riyadh,"24.681630622568587, 46.727047591476904",4850,2232,2618,33.5,36.6,35.2,2.9
Riyadh,"24.679201573015373, 46.734256490781156",4508,2392,2116,28.7,43.0,35.4,4.0
Riyadh,"24.680305134784625, 46.73831390958369",4936,2706,2230,40.9,25.3,33.8,4.5
Riyadh,"24.678223690835292, 46.747750272681344",4647,2214,2433,38.6,30.4,34.3,4.2
Riyadh,"24.679391720827812, 46.754601900133515",1248,614,634,25.5,26.4,26.0,3.4
Riyadh,"24.67966608685047, 46.761471324387806",4633,2436,2197,43.4,41.1,42.3,2.7
Riyadh,"24.681479146056486, 46.76557353735211",4784,2245,2539,42.7,25.8,33.7,3.2
Riyadh,"24.680611116732642, 46.7737425398706",1044,568,476,30.8,29.0,30.0,2.9
Riyadh,"24.67804573752385, 46.781109674472575",4420,2191,2229,30.1,30.6,30.3,3.7
Riyadh,"24.679529947848742, 46.78588580023818",4493,2072,2421,41.2,28.2,34.2,3.1
Riyadh,"24.678164729008653, 46.79349305225109",2816,1389,1427,29.8,36.1,33.0,3.6
Riyadh,"24.67859832007667, 46.80000960644178",4923,2492,2431,39.8,40.1,40.0,3.2
Riyadh,"24.68554985536595, 46.59820207925659",1249,581,668,32.0,39.6,36.0,4.1
Riyadh,"24.68759298096093, 46.60623819748474",3252,1569,1683,39.0,29.4,34.0,3.7
Riyadh,"24.68644913161058, 46.613713862098514",1521,754,767,28.2,40.2,34.2,2.9
Riyadh,"24.686685584051116, 46.61888834251261",4527,2076,2451,42.9,27.4,34.5,3.3
Riyadh,"24.685825798783295, 46.626243956282174",2425,1249,1176,31.0,40.4,35.6,4.1
Riyadh,"24.68519542284815, 46.631663513783884",1243,574,669,33.6,33.4,33.5,3.3
Riyadh,"24.68695242902871, 46.63819724439228",2356,1254,1102,34.1,28.3,31.4,3.8
Riyadh,"24.686263431864855, 46.64500698261654",2457,1345,1112,36.8,30.3,33.8,4.0
Riyadh,"24.68667395912909, 46.65442863387956",3401,1657,1744,34.1,25.0,29.4,4.2
Riyadh,"24.68518816736625, 46.6585394830549",2781,1335,1446,25.1,40.0,32.8,4.5
Riyadh,"24.68690385137592, 46.66661811106588",4086,2007,2079,42.4,28.4,35.3,3.6
Riyadh,"24.687275660422586, 46.67211773053491",3724,1942,1782,27.1,44.2,35.3,4.2
Riyadh,"24.687130654017043, 46.68094267101658",3437,1562,1875,28.7,26.6,27.5,3.2
Riyadh,"24.685651650028696, 46.68495324258803",4380,2384,1996,42.6,29.8,36.8,2.6
Riyadh,"24.687773754261833, 46.69262697989796",2061,1039,1022,43.3,36.7,40.0,2.8
Riyadh,"24.688363218990247, 46.69835837859251",1642,796,846,28.8,29.1,29.0,2.5
Riyadh,"24.687353656880468, 46.706360829076125",1687,800,887,26.3,28.1,27.3,3.2
Riyadh,"24.686059898094054, 46.712616286784744",3670,1947,1723,31.9,44.5,37.8,2.7
Riyadh,"24.68704217526283, 46.71809682732134",4623,2417,2206,44.8,30.7,38.1,4.1
Riyadh,"24.685885942056853, 46.728617274334525",3797,2049,1748,29.5,33.1,31.2,3.5
Riyadh,"24.687131550644484, 46.73529397006242",3270,1735,1535,30.7,40.7,35.4,3.7
Riyadh,"24.686435507087605, 46.73858327390076",4092,2158,1934,28.9,28.2,28.6,4.2
Riyadh,"24.684846176870394, 46.74793935434719",2614,1416,1198,36.8,27.6,32.6,4.1
Riyadh,"24.68546540752109, 46.75282861649461",1109,537,572,39.9,35.8,37.8,3.8
Riyadh,"24.68769760179704, 46.76141105658071",1501,694,807,44.3,30.4,36.8,3.0
Riyadh,"24.685116153629806, 46.76488481872011",1662,894,768,26.2,40.6,32.8,4.0
Riyadh,"24.68846243032677, 46.77504025211377",2608,1255,1353,42.5,37.0,39.7,2.8
Riyadh,"24.688141676073247, 46.78128053582572",1231,568,663,29.9,34.9,32.6,2.9
Riyadh,"24.68472159983744, 46.78744184756689",2970,1473,1497,36.8,30.6,33.6,2.6
Riyadh,"24.68511177863593, 46.79313357961588",1060,517,543,36.9,42.3,39.7,3.8
Riyadh,"24.68475765912727, 46.798836038164495",3319,1560,1759,34.0,37.4,35.8,4.1
Riyadh,"24.693485355164963, 46.598815205411505",3400,1575,1825,32.9,26.5,29.5,3.0
Riyadh,"24.693426396859202, 46.60570129868037",2972,1448,1524,39.5,27.6,33.4,3.3
Riyadh,"24.693265438654713, 46.614253027667374",4894,2336,2558,31.4,38.4,35.0,3.5
Riyadh,"24.69189872301703, 46.620795020928036",4759,2331,2428,32.7,42.9,37.9,2.8
Riyadh,"24.69140688738356, 46.62699868643997",1104,595,509,33.5,34.0,33.7,4.0
Riyadh,"24.693987446701335, 46.63150726136333",1108,499,609,36.9,38.2,37.6,4.3
Riyadh,"24.692014611921515, 46.63913605416419",4696,2239,2457,42.5,30.4,36.2,2.9
Riyadh,"24.694490087311365, 46.647138525772235",3888,1790,2098,32.1,29.6,30.7,3.2
Riyadh,"24.691545674327962, 46.6539523648206",1040,501,539,30.4,39.4,35.1,2.8
Riyadh,"24.69136667003433, 46.659554580588946",3383,1738,1645,31.0,38.3,34.6,2.6
Riyadh,"24.692418574849658, 46.6680749984457",4487,2217,2270,43.3,34.2,38.7,2.8
Riyadh,"24.693973734826653, 46.67479046242757",2909,1485,1424,27.5,38.8,33.1,3.0
Riyadh,"24.691409646629072, 46.681469641771415",1537,715,822,26.9,35.9,31.7,3.9
Riyadh,"24.693930977912345, 46.685591341147216",2041,1046,995,38.5,39.0,38.8,3.6
Riyadh,"24.692856138145185, 46.695239781092894",1448,737,711,39.7,44.4,42.0,3.1
Riyadh,"24.691731748180704, 46.69926182387724",3223,1606,1617,25.8,34.9,30.4,3.3
Riyadh,"24.69480042431545, 46.70679290924732",3353,1575,1778,29.2,29.7,29.4,2.8
Riyadh,"24.692079002883006, 46.71333593662481",3414,1872,1542,33.6,26.9,30.6,4.2
Riyadh,"24.693165278381926, 46.7217053998921",4861,2215,2646,31.8,39.3,35.9,3.8
Riyadh,"24.69141928716619, 46.725656235225664",4932,2433,2499,26.1,35.4,30.8,3.8
Riyadh,"24.693450994788755, 46.73266761187186",4217,2228,1989,39.7,35.6,37.8,4.2
Riyadh,"24.692906932604643, 46.738628021002356",3217,1502,1715,40.5,39.0,39.7,3.9
Riyadh,"24.692720452944965, 46.74607431899573",2957,1370,1587,40.8,25.4,32.5,3.5
Riyadh,"24.693834257214338, 46.75227815239616",2629,1309,1320,38.2,40.6,39.4,3.2
Riyadh,"24.695246310402315, 46.760005005844704",4784,2256,2528,40.6,42.5,41.6,4.0
Riyadh,"24.694580904773733, 46.76716983612153",1328,701,627,32.8,36.1,34.4,2.8
Riyadh,"24.6948480424301, 46.77489494167765",4561,2212,2349,40.1,35.7,37.8,3.2
Riyadh,"24.69459276788405, 46.77811786359382",4259,2199,2060,37.7,28.4,33.2,4.3
Riyadh,"24.693553090739723, 46.78578744204518",2228,1102,1126,36.0,28.8,32.4,4.0
Riyadh,"24.69194016605641, 46.794922034593206",4607,2156,2451,25.3,42.0,34.2,2.8
Riyadh,"24.693961060369134, 46.79835118006854",1665,790,875,30.5,30.7,30.6,3.6
Riyadh,"24.69952882848742, 46.60184242277378",3433,1548,1885,25.3,39.0,32.8,3.3
Riyadh,"24.7004497935734, 46.60716876506865",1697,904,793,33.9,27.7,31.0,3.3
Riyadh,"24.698909711909813, 46.61229477656602",2074,1123,951,42.8,41.6,42.3,2.6
Riyadh,"24.69861099661668, 46.621882148692386",3378,1642,1736,28.9,26.3,27.6,4.2
Riyadh,"24.70163894157426, 46.625983805620145",3650,1656,1994,39.3,37.3,38.2,2.6
Riyadh,"24.700168935004825, 46.632160362431975",4114,1886,2228,29.4,32.4,31.0,2.9
Riyadh,"24.698554306107198, 46.64016541530741",3536,1654,1882,28.2,41.7,35.4,2.7
Riyadh,"24.70120042023666, 46.64811701731299",4889,2489,2400,32.6,25.1,29.0,2.6
Riyadh,"24.69923599358465, 46.65415387888448",4953,2239,2714,35.6,34.2,34.8,3.8
Riyadh,"24.70009522193401, 46.65854100997537",2312,1132,1180,33.0,43.5,38.3,4.0
Riyadh,"24.70198274320093, 46.66856977430294",4403,2351,2052,34.5,33.7,34.1,2.8
Riyadh,"24.698580609579572, 46.675065453119025",2152,1015,1137,35.5,43.8,39.9,2.5
Riyadh,"24.701668448482696, 46.679269984843366",3344,1613,1731,34.3,29.0,31.5,3.3
Riyadh,"24.700229361192378, 46.688461072923324",2821,1502,1319,38.2,42.1,40.0,3.8
Riyadh,"24.698473549162873, 46.6926037236901",1842,1009,833,42.7,40.7,41.8,2.7
Riyadh,"24.70151855248647, 46.700908318133045",3633,1975,1658,37.3,30.7,34.3,2.7
Riyadh,"24.701061740050278, 46.7081871942671",2782,1335,1447,43.8,39.3,41.5,3.3
Riyadh,"24.699656160621682, 46.71297834038645",2130,1150,980,30.8,43.3,36.5,2.9
Riyadh,"24.699772017948202, 46.721735074097566",1731,859,872,38.2,32.8,35.4,3.2
Riyadh,"24.701576520372537, 46.72839966678833",4895,2408,2487,43.4,25.6,34.4,4.2
Riyadh,"24.69909518465853, 46.734449764873226",1853,980,873,37.1,28.6,33.1,4.4
Riyadh,"24.698427085731378, 46.738738985986295",4353,2079,2274,33.6,26.4,29.8,3.2
Riyadh,"24.701049789934935, 46.74711459305734",2393,1100,1293,36.0,25.4,30.3,2.7
Riyadh,"24.69906745045202, 46.753601505705085",4466,2230,2236,37.3,28.8,33.0,3.1
Riyadh,"24.698923645394935, 46.75892873013708",1748,793,955,28.4,36.2,32.7,3.4
Riyadh,"24.700749511540717, 46.766103712004806",2092,1102,990,26.6,34.9,30.5,2.9
Riyadh,"24.700752565138934, 46.77323974221351",2414,1189,1225,31.7,28.9,30.3,4.1
Riyadh,"24.700009298349805, 46.78041884703841",3345,1590,1755,36.4,44.9,40.9,2.8
Riyadh,"24.70084807651191, 46.78616250427118",4580,2195,2385,35.7,39.9,37.9,3.3
Riyadh,"24.701408517729867, 46.793299115721595",4117,1908,2209,36.2,25.8,30.6,3.9
Riyadh,"24.69855005088937, 46.79877303931791",1708,802,906,33.7,39.1,36.6,2.6
Riyadh,"24.704795584879577, 46.60105815541652",1049,574,475,25.1,31.8,28.1,3.5
Riyadh,"24.704726723708475, 46.60574610147725",2381,1220,1161,31.3,39.8,35.4,3.0
Riyadh,"24.706318842755433, 46.61430279997999",1374,671,703,30.6,31.4,31.0,3.7
Riyadh,"24.70861964033652, 46.621031106358906",1065,568,497,25.7,40.6,32.6,3.5
Riyadh,"24.704931211963608, 46.62837507949138",1318,627,691,33.5,31.1,32.3,4.2
Riyadh,"24.70860917722501, 46.63480184934389",3601,1768,1833,26.9,29.4,28.2,3.5
Riyadh,"24.70662643826071, 46.63929958250721",4713,2367,2346,30.5,34.1,32.3,3.3
Riyadh,"24.706496846384432, 46.64565380203012",2536,1162,1374,40.0,41.9,41.0,4.4
Riyadh,"24.70628613373964, 46.65150063843354",2439,1311,1128,30.1,33.3,31.6,3.4
Riyadh,"24.707607993786265, 46.65952149667502",3782,2033,1749,40.1,33.1,36.9,4.3
Riyadh,"24.705918256632312, 46.667112686165346",4691,2563,2128,26.3,38.2,31.7,4.3
Riyadh,"24.7076365380855, 46.673708556538905",1356,680,676,41.3,39.9,40.6,3.6
Riyadh,"24.70676758879348, 46.68150313188744",4843,2208,2635,34.1,43.5,39.2,2.8
Riyadh,"24.707814346115942, 46.686749263031565",4453,2052,2401,40.5,31.2,35.5,2.6
Riyadh,"24.70647310503692, 46.69464137373997",2861,1473,1388,41.8,32.7,37.4,3.1
Riyadh,"24.704836330330703, 46.7019833454861",1967,956,1011,40.1,33.6,36.7,3.2
Riyadh,"24.706741477277017, 46.706249111453204",1149,543,606,30.0,30.3,30.2,3.3
Riyadh,"24.70760734699287, 46.713564137132586",3085,1464,1621,25.5,34.7,30.3,3.4
Riyadh,"24.706731173399046, 46.72052259421237",1864,842,1022,33.1,39.0,36.3,4.3
Riyadh,"24.704863848463393, 46.7258313841156",1492,753,739,27.7,39.7,33.6,3.3
Riyadh,"24.706258826232485, 46.73255154992462",4636,2483,2153,43.2,37.8,40.7,4.1
Riyadh,"24.70797715069709, 46.73984538865585",3516,1587,1929,35.2,35.2,35.2,3.5
Riyadh,"24.706356515396468, 46.74711920378364",2347,1107,1240,40.2,38.5,39.3,4.1
Riyadh,"24.70488485333393, 46.753401211934396",1191,582,609,40.0,36.5,38.2,2.9
Riyadh,"24.705235625141768, 46.761319574017705",3784,2010,1774,38.9,38.9,38.9,4.2
Riyadh,"24.706473459017985, 46.767557253832635",3063,1609,1454,44.7,25.5,35.6,4.2
Riyadh,"24.705119353011643, 46.774448257900836",4271,2346,1925,31.5,25.4,28.7,3.8
Riyadh,"24.708418036497463, 46.78078445656736",2239,1135,1104,27.8,27.4,27.6,3.4
Riyadh,"24.70520789336343, 46.78632090388705",2074,1067,1007,36.2,40.3,38.2,4.0
Riyadh,"24.706470210086056, 46.792048847649106",3232,1733,1499,38.7,33.9,36.4,3.3
Riyadh,"24.707027928567825, 46.800850537565225",1843,863,980,26.2,26.4,26.3,4.0
Riyadh,"24.71214106135217, 46.59981873283059",3366,1828,1538,38.5,42.6,40.4,3.4
Riyadh,"24.712333662509643, 46.60743353637999",4864,2582,2282,36.6,40.3,38.4,3.5
Riyadh,"24.714961983185358, 46.61451927822324",3521,1612,1909,44.9,41.3,43.0,4.4
Riyadh,"24.71420683221221, 46.618494176867344",3009,1390,1619,28.1,39.0,34.0,4.4
Riyadh,"24.71178999308863, 46.626464260338764",4151,1952,2199,41.1,34.3,37.5,3.4
Riyadh,"24.712785106889964, 46.6334286025576",4745,2572,2173,35.7,41.4,38.3,3.1
Riyadh,"24.71286968283038, 46.64116426637695",2074,968,1106,36.7,28.2,32.2,2.9
Riyadh,"24.713379999139274, 46.64846568222324",3848,1959,1889,38.7,38.3,38.5,4.4
Riyadh,"24.712848047858984, 46.65285576137038",1356,701,655,29.7,31.5,30.6,3.9
Riyadh,"24.71440637462847, 46.66164901111529",3620,1846,1774,25.4,30.6,28.0,4.1
Riyadh,"24.71359529964739, 46.66730478802907",3500,1917,1583,34.0,44.9,38.9,3.7
Riyadh,"24.711933692271376, 46.67480860748324",1260,644,616,41.4,33.8,37.7,2.5
Riyadh,"24.71204880039203, 46.68084818995152",2058,1131,927,35.6,44.2,39.5,3.0
Riyadh,"24.713011660098278, 46.685904739888414",3299,1785,1514,39.8,30.6,35.6,4.1
Riyadh,"24.714407855022777, 46.69311836626993",4324,1969,2355,27.9,42.4,35.8,3.9
Riyadh,"24.71383914473198, 46.698470215913616",4032,1844,2188,39.5,27.2,32.8,3.4
Riyadh,"24.711859617460583, 46.70547807348778",4522,2454,2068,32.7,32.5,32.6,3.8
